"FASE","sBIB","SYMBOOL","SYMBOOL_alt","ID","opt","STATUS","VRKL_KORT","VRKL_LANG"
"","SGR","SGR-BOOM_S01_Y_ZIJ-D","SGR:SGR-BOOM_S01_Y_ZIJ","568","D","*","",""
"","SGR","SGR-BOOM_S01_H_ZIJ-D","SGR:SGR-BOOM_S01_H_ZIJ","551","D","*","",""
"","SGR","SGR-BOOM_S01_V_ZIJ-D","SGR:SGR-BOOM_S01_V_ZIJ","565","D","*","",""
"","SGR","SGR-BOOM_S01_O_ZIJ-D","SGR:SGR-BOOM_S01_O_ZIJ","558","D","*","",""
"","SGR","SGR-BOOM_S04_B_ZIJ-D","SGR:SGR-BOOM_S04_B_ZIJ","581","D","*","",""
"","SGR","SGR-BOOM_S01_F_ZIJ-D","SGR:SGR-BOOM_S01_F_ZIJ","549","D","*","",""
"","SGR","SGR-BOOM_1E GROOTTE","SGR:SGR-BOOM_1E GROOTT","3035","","*","",""
"","SGR","SGR-BOOM_3E GROOTTE","SGR:SGR-BOOM_3E GROOTT","3037","","*","",""
"","SGR","SGR-BOOM_S01_S_ZIJ-D","SGR:SGR-BOOM_S01_S_ZIJ","562","D","*","",""
"","SGR","SGR-TEELGROND_02_KL-SO","SGR:SGR-TEELGROND_02_KL","3490","SO","*","",""
"V","SGR","V-SGR-TEELGROND_01_KL-SO","SGR:V-SGR-TEELGROND_01_KL","3526","SO","*","",""
"","SGR","SGR-TEELGROND_01_KL-SO","SGR:SGR-TEELGROND_01_KL","3489","SO","*","",""
"","SGR","SGR-TEELGROND_02-SO","SGR:SGR-TEELGROND_02","539","SO","*","",""
"V","SGR","V-SGR-TEELGROND_01-SO","SGR:V-SGR-TEELGROND_01","445","SO","*","",""
"V","SGR","V-SGR-TEELGROND_02_KL-SO","SGR:V-SGR-TEELGROND_02_KL","3527","SO","*","",""
"","SGR","SGR-TEELGROND_01-SO","SGR:SGR-TEELGROND_01","538","SO","*","",""
"V","SGR","V-SGR-TEELGROND_02-SO","SGR:V-SGR-TEELGROND_02","446","SO","*","",""
"","SGR","SGR-BOMENRIJ","SGR:SGR-BOMENRI","3041","","*","",""
"","SGR","SGR-BEPLANTING_SOORT_01-SO","SGR:SGR-BEPLANTING_SOORT_01","450","SO","*","",""
"","SGR","SGR-BEPLANTING_SOORT_01_KL-SO","SGR:SGR-BEPLANTING_SOORT_01_KL","3457","SO","*","",""
"V","SGR","V-SGR-BEPLANTING_SOORT_01_KL-SO","SGR:V-SGR-BEPLANTING_SOORT_01_KL","3494","SO","*","",""
"V","SGR","V-SGR-BEPLANTING_SOORT_02_KL-SO","SGR:V-SGR-BEPLANTING_SOORT_02_KL","3495","SO","*","",""
"V","SGR","V-SGR-BEPLANTING_SOORT_02-SO","SGR:V-SGR-BEPLANTING_SOORT_02","359","SO","*","",""
"","SGR","SGR-BEPLANTING_SOORT_02_KL-SO","SGR:SGR-BEPLANTING_SOORT_02_KL","3458","SO","*","",""
"V","SGR","V-SGR-BEPLANTING_SOORT_01-SO","SGR:V-SGR-BEPLANTING_SOORT_01","358","SO","*","",""
"","SGR","SGR-BEPLANTING_SOORT_02-SO","SGR:SGR-BEPLANTING_SOORT_02","451","SO","*","",""
"","SGR","SGR-BEPLANTING_MATERIAALGRENS","SGR:SGR-BEPLANTING_MATERIAALGREN","3039","","*","",""
"","SGR","SGR-GROND-SO","SGR:SGR-GROND","515","SO","*","",""
"V","SGR","V-SGR-GROND_KL-SO","SGR:V-SGR-GROND_KL","3510","SO","*","",""
"V","SGR","V-SGR-GROND-SO","SGR:V-SGR-GROND","423","SO","*","",""
"","SGR","SGR-GROND_KL-SO","SGR:SGR-GROND_KL","3473","SO","*","",""
"","SGR","SGR-DOORWORTELBARE RUIMTE","SGR:SGR-DOORWORTELBARE RUIMT","3054","","*","",""
"","SGR","SGR-SOORTAANDUIDING-SO","SGR:SGR-SOORTAANDUIDING","536","SO","*","",""
"V","SGR","V-SGR-GRAS_GESTABILISEERD_KL-SO","SGR:V-SGR-GRAS_GESTABILISEERD_KL","3507","SO","*","",""
"","SGR","SGR-GRAS_RUIGGRAS-SO","SGR:SGR-GRAS_RUIGGRAS","512","SO","*","",""
"","SGR","SGR-GRAS_GAZON_KL-SO","SGR:SGR-GRAS_GAZON_KL","3469","SO","*","",""
"","SGR","SGR-GRAS_KUNSTGRAS-SO","SGR:SGR-GRAS_KUNSTGRAS","511","SO","*","",""
"","SGR","SGR-GRAS_GESTABILISEERD-SO","SGR:SGR-GRAS_GESTABILISEERD","510","SO","*","",""
"","SGR","SGR-GRAS_02_KL-SO","SGR:SGR-GRAS_02_KL","3468","SO","*","",""
"V","SGR","V-SGR-GRAS_GAZON_KL-SO","SGR:V-SGR-GRAS_GAZON_KL","3506","SO","*","",""
"","SGR","SGR-GRAS_KUNSTGRAS_KL-SO","SGR:SGR-GRAS_KUNSTGRAS_KL","3471","SO","*","",""
"","SGR","SGR-GRAS_RUIGGRAS_KL-SO","SGR:SGR-GRAS_RUIGGRAS_KL","3472","SO","*","",""
"","SGR","SGR-GRAS_01-SO","SGR:SGR-GRAS_01","507","SO","*","",""
"V","SGR","V-SGR-GRAS_01-SO","SGR:V-SGR-GRAS_01","415","SO","*","",""
"V","SGR","V-SGR-GRAS_GESTABILISEERD-SO","SGR:V-SGR-GRAS_GESTABILISEERD","418","SO","*","",""
"V","SGR","V-SGR-GRAS_02-SO","SGR:V-SGR-GRAS_02","416","SO","*","",""
"V","SGR","V-SGR-GRAS_02_KL-SO","SGR:V-SGR-GRAS_02_KL","3505","SO","*","",""
"","SGR","SGR-GRAS_GESTABILISEERD_KL-SO","SGR:SGR-GRAS_GESTABILISEERD_KL","3470","SO","*","",""
"V","SGR","V-SGR-GRAS_RUIGGRAS-SO","SGR:V-SGR-GRAS_RUIGGRAS","420","SO","*","",""
"V","SGR","V-SGR-GRAS_KUNSTGRAS-SO","SGR:V-SGR-GRAS_KUNSTGRAS","419","SO","*","",""
"","SGR","SGR-GRAS_01_KL-SO","SGR:SGR-GRAS_01_KL","3467","SO","*","",""
"","SGR","SGR-GRAS_GAZON-SO","SGR:SGR-GRAS_GAZON","509","SO","*","",""
"V","SGR","V-SGR-GRAS_01_KL-SO","SGR:V-SGR-GRAS_01_KL","3504","SO","*","",""
"V","SGR","V-SGR-GRAS_RUIGGRAS_KL-SO","SGR:V-SGR-GRAS_RUIGGRAS_KL","3509","SO","*","",""
"","SGR","SGR-GRAS_02-SO","SGR:SGR-GRAS_02","508","SO","*","",""
"V","SGR","V-SGR-GRAS_KUNSTGRAS_KL-SO","SGR:V-SGR-GRAS_KUNSTGRAS_KL","3508","SO","*","",""
"V","SGR","V-SGR-GRAS_GAZON-SO","SGR:V-SGR-GRAS_GAZON","417","SO","*","",""
"","SGR","SGR-BOOMGAARD_KLEINFRUIT-SO","SGR:SGR-BOOMGAARD_KLEINFRUIT","3043","SO","*","",""
"","SGR","SGR-BOOMGAARD_LAAGSTAM-SO","SGR:SGR-BOOMGAARD_LAAGSTAM","3044","SO","*","",""
"","SGR","SGR-BOOMGAARD_WIJN-SO","SGR:SGR-BOOMGAARD_WIJN","3045","SO","*","",""
"","SGR","SGR-BOOMGAARD_HOOGSTAM-SO","SGR:SGR-BOOMGAARD_HOOGSTAM","3042","SO","*","",""
"V","SGR","V-SGR-VASTEPLANTEN_KL-SO","SGR:V-SGR-VASTEPLANTEN_KL","3528","SO","*","",""
"V","SGR","V-SGR-VASTEPLANTEN-SO","SGR:V-SGR-VASTEPLANTEN","447","SO","*","",""
"","SGR","SGR-VASTEPLANTEN_KL-SO","SGR:SGR-VASTEPLANTEN_KL","3491","SO","*","",""
"","SGR","SGR-VASTEPLANTEN-SO","SGR:SGR-VASTEPLANTEN","541","SO","*","",""
"","SGR","SGR-BOUWLAND_BOLLENTEELT-SO","SGR:SGR-BOUWLAND_BOLLENTEELT","3051","SO","*","",""
"","SGR","SGR-BOUWLAND_AKKERBOUW-SO","SGR:SGR-BOUWLAND_AKKERBOUW","3050","SO","*","",""
"","SGR","SGR-BOUWLAND_VOLLEGRONDSTEELT-SO","SGR:SGR-BOUWLAND_VOLLEGRONDSTEELT","3053","SO","*","",""
"","SGR","SGR-BOUWLAND_BRAAKLIGGEND-SO","SGR:SGR-BOUWLAND_BRAAKLIGGEND","3052","SO","*","",""
"","SGR","SGR-BOUWLAND-SO","SGR:SGR-BOUWLAND","3049","SO","*","",""
"V","SGR","V-SGR-MAAIVELD-SO","SGR:V-SGR-MAAIVELD","437","SO","*","",""
"V","SGR","V-SGR-MAAIVELD_KL-SO","SGR:V-SGR-MAAIVELD_KL","3517","SO","*","",""
"","SGR","SGR-MAAIVELD_KL-SO","SGR:SGR-MAAIVELD_KL","3480","SO","*","",""
"","SGR","SGR-MAAIVELD-SO","SGR:SGR-MAAIVELD","529","SO","*","",""
"","SGR","SGR-SPORTVELD_GRAS-SO","SGR:SGR-SPORTVELD_GRAS","513","SO","*","",""
"","SGR","SGR-SPORTVELD_GRAS_KUNSTGRAS_KL-SO","SGR:SGR-SPORTVELD_GRAS_KUNSTGRAS_KL","3487","SO","*","",""
"V","SGR","V-SGR-SPORTVELD_GRAS_KUNSTGRAS-SO","SGR:V-SGR-SPORTVELD_GRAS_KUNSTGRAS","422","SO","*","",""
"V","SGR","V-SGR-SPORTVELD_GRAS_KL-SO","SGR:V-SGR-SPORTVELD_GRAS_KL","3523","SO","*","",""
"","SGR","SGR-SPORTVELD_GRAS_KUNSTGRAS-SO","SGR:SGR-SPORTVELD_GRAS_KUNSTGRAS","514","SO","*","",""
"V","SGR","V-SGR-SPORTVELD_GRAS_KUNSTGRAS_KL-SO","SGR:V-SGR-SPORTVELD_GRAS_KUNSTGRAS_KL","3524","SO","*","",""
"","SGR","SGR-SPORTVELD_GRAS_KL-SO","SGR:SGR-SPORTVELD_GRAS_KL","3486","SO","*","",""
"V","SGR","V-SGR-SPORTVELD_GRAS-SO","SGR:V-SGR-SPORTVELD_GRAS","421","SO","*","",""
"V","SGR","V-SGR-BOSPLANTSOEN-SO","SGR:V-SGR-BOSPLANTSOEN","413","SO","*","",""
"V","SGR","V-SGR-BOSPLANTSOEN_KL-SO","SGR:V-SGR-BOSPLANTSOEN_KL","3503","SO","*","",""
"","SGR","SGR-BOSPLANTSOEN-SO","SGR:SGR-BOSPLANTSOEN","505","SO","*","",""
"","SGR","SGR-BOSPLANTSOEN_KL-SO","SGR:SGR-BOSPLANTSOEN_KL","3466","SO","*","",""
"V","SGR","V-SGR-WATERPLANTEN-SO","SGR:V-SGR-WATERPLANTEN","448","SO","*","",""
"","SGR","SGR-WATERPLANTEN-SO","SGR:SGR-WATERPLANTEN","542","SO","*","",""
"","SGR","SGR-WATERPLANTEN_KL-SO","SGR:SGR-WATERPLANTEN_KL","3492","SO","*","",""
"V","SGR","V-SGR-WATERPLANTEN_KL-SO","SGR:V-SGR-WATERPLANTEN_KL","3529","SO","*","",""
"V","SGR","V-SGR-WISSELBEPLANTING-SO","SGR:V-SGR-WISSELBEPLANTING","449","SO","*","",""
"","SGR","SGR-WISSELBEPLANTING-SO","SGR:SGR-WISSELBEPLANTING","543","SO","*","",""
"V","SGR","V-SGR-WISSELBEPLANTING_KL-SO","SGR:V-SGR-WISSELBEPLANTING_KL","3530","SO","*","",""
"","SGR","SGR-WISSELBEPLANTING_KL-SO","SGR:SGR-WISSELBEPLANTING_KL","3493","SO","*","",""
"","SGR","SGR-STRUWEEL-SO","SGR:SGR-STRUWEEL","537","SO","*","",""
"V","SGR","V-SGR-STRUWEEL_KL-SO","SGR:V-SGR-STRUWEEL_KL","3525","SO","*","",""
"V","SGR","V-SGR-STRUWEEL-SO","SGR:V-SGR-STRUWEEL","444","SO","*","",""
"","SGR","SGR-STRUWEEL_KL-SO","SGR:SGR-STRUWEEL_KL","3488","SO","*","",""
"V","SGR","V-SGR-BOMENZAND-SO","SGR:V-SGR-BOMENZAND","362","SO","*","",""
"","SGR","SGR-BOMENZAND-SO","SGR:SGR-BOMENZAND","454","SO","*","",""
"V","SGR","V-SGR-BOMENZAND_KL-SO","SGR:V-SGR-BOMENZAND_KL","3498","SO","*","",""
"","SGR","SGR-BOMENZAND_KL-SO","SGR:SGR-BOMENZAND_KL","3461","SO","*","",""
"","SGR","SGR-HOUTOPSTAND-SO","SGR:SGR-HOUTOPSTAND","527","SO","*","",""
"V","SGR","V-SGR-HOUTOPSTAND_KL-SO","SGR:V-SGR-HOUTOPSTAND_KL","3512","SO","*","",""
"","SGR","SGR-HOUTOPSTAND_LOOF_KL-SO","SGR:SGR-HOUTOPSTAND_LOOF_KL","3477","SO","*","",""
"","SGR","SGR-HOUTOPSTAND_GEMENGD-SO","SGR:SGR-HOUTOPSTAND_GEMENGD","524","SO","*","",""
"V","SGR","V-SGR-HOUTOPSTAND_NAALD-SO","SGR:V-SGR-HOUTOPSTAND_NAALD","434","SO","*","",""
"V","SGR","V-SGR-HOUTOPSTAND_GEMENGD-SO","SGR:V-SGR-HOUTOPSTAND_GEMENGD","432","SO","*","",""
"","SGR","SGR-HOUTOPSTAND_LOOF-SO","SGR:SGR-HOUTOPSTAND_LOOF","525","SO","*","",""
"","SGR","SGR-HOUTOPSTAND_KL-SO","SGR:SGR-HOUTOPSTAND_KL","3475","SO","*","",""
"V","SGR","V-SGR-HOUTOPSTAND_LOOF-SO","SGR:V-SGR-HOUTOPSTAND_LOOF","433","SO","*","",""
"V","SGR","V-SGR-HOUTOPSTAND_LOOF_KL-SO","SGR:V-SGR-HOUTOPSTAND_LOOF_KL","3514","SO","*","",""
"V","SGR","V-SGR-HOUTOPSTAND-SO","SGR:V-SGR-HOUTOPSTAND","435","SO","*","",""
"","SGR","SGR-HOUTOPSTAND_NAALD_KL-SO","SGR:SGR-HOUTOPSTAND_NAALD_KL","3478","SO","*","",""
"V","SGR","V-SGR-HOUTOPSTAND_GEMENGD_KL-SO","SGR:V-SGR-HOUTOPSTAND_GEMENGD_KL","3513","SO","*","",""
"","SGR","SGR-HOUTOPSTAND_GEMENGD_KL-SO","SGR:SGR-HOUTOPSTAND_GEMENGD_KL","3476","SO","*","",""
"","SGR","SGR-HOUTOPSTAND_NAALD-SO","SGR:SGR-HOUTOPSTAND_NAALD","526","SO","*","",""
"V","SGR","V-SGR-HOUTOPSTAND_NAALD_KL-SO","SGR:V-SGR-HOUTOPSTAND_NAALD_KL","3515","SO","*","",""
"","SGR","SGR-HONDENTOILET-SO","SGR:SGR-HONDENTOILET","523","SO","*","",""
"V","SGR","V-SGR-HONDENTOILET-SO","SGR:V-SGR-HONDENTOILET","431","SO","*","",""
"","SGR","SGR-RIETLAND-SO","SGR:SGR-RIETLAND","534","SO","*","",""
"V","SGR","V-SGR-RIETLAND_KL-SO","SGR:V-SGR-RIETLAND_KL","3521","SO","*","",""
"","SGR","SGR-RIETLAND_KL-SO","SGR:SGR-RIETLAND_KL","3484","SO","*","",""
"V","SGR","V-SGR-RIETLAND-SO","SGR:V-SGR-RIETLAND","442","SO","*","",""
"","SGR","SGR-BOOMTEELT-SO","SGR:SGR-BOOMTEELT","3046","SO","*","",""
"V","SGR","V-SGR-CONIFEER","SGR:V-SGR-CONIFEE","414","","*","",""
"","SGR","SGR-CONIFEER","SGR:SGR-CONIFEE","506","","*","",""
"","SGR","SGR-HEIDE-SO","SGR:SGR-HEIDE","3057","SO","*","",""
"","SGR","SGR-HOUTWAL-SO","SGR:SGR-HOUTWAL","3062","SO","*","",""
"","SGR","SGR-HEESTER_S01_E_ZIJ-D","SGR:SGR-HEESTER_S01_E_ZIJ","625","D","*","",""
"","SGR","SGR-HEESTER_S01_A_ZIJ-D","SGR:SGR-HEESTER_S01_A_ZIJ","622","D","*","",""
"","SGR","SGR-HEESTER_S01_C_ZIJ-D","SGR:SGR-HEESTER_S01_C_ZIJ","624","D","*","",""
"V","SGR","V-SGR-HEESTER_01","SGR:V-SGR-HEESTER_0","427","","*","",""
"V","SGR","V-SGR-HEESTER_01","SGR:V-SGR-HEESTER_0","424","","*","",""
"V","SGR","V-SGR-HEESTER_01","SGR:V-SGR-HEESTER_0","425","","*","",""
"V","SGR","V-SGR-HEESTER_01","SGR:V-SGR-HEESTER_0","426","","*","",""
"V","SGR","V-SGR-HEESTER_01","SGR:V-SGR-HEESTER_0","428","","*","",""
"V","SGR","V-SGR-HEESTER_01","SGR:V-SGR-HEESTER_0","429","","*","",""
"","SGR","SGR-HEESTER_01","SGR:SGR-HEESTER_0","520","","*","",""
"","SGR","SGR-HEESTER_01","SGR:SGR-HEESTER_0","521","","*","",""
"","SGR","SGR-HEESTER_01","SGR:SGR-HEESTER_0","519","","*","",""
"","SGR","SGR-HEESTER_01","SGR:SGR-HEESTER_0","517","","*","",""
"","SGR","SGR-HEESTER_01","SGR:SGR-HEESTER_0","518","","*","",""
"","SGR","SGR-HEESTER_01","SGR:SGR-HEESTER_0","516","","*","",""
"","SGR","SGR-HEESTER_S01_F_ZIJ-D","SGR:SGR-HEESTER_S01_F_ZIJ","626","D","*","",""
"","SGR","SGR-HEESTER_S01_B_ZIJ-D","SGR:SGR-HEESTER_S01_B_ZIJ","623","D","*","",""
"","SGR","SGR-HEESTER_S01_G_ZIJ-D","SGR:SGR-HEESTER_S01_G_ZIJ","627","D","*","",""
"V","SGR","V-SGR-PLANTGATVERBETERING_01-SO","SGR:V-SGR-PLANTGATVERBETERING_01","440","SO","*","",""
"","SGR","SGR-PLANTGATVERBETERING_02-SO","SGR:SGR-PLANTGATVERBETERING_02","533","SO","*","",""
"V","SGR","V-SGR-PLANTGATVERBETERING_02_KL-SO","SGR:V-SGR-PLANTGATVERBETERING_02_KL","3520","SO","*","",""
"","SGR","SGR-PLANTGATVERBETERING_01-SO","SGR:SGR-PLANTGATVERBETERING_01","532","SO","*","",""
"V","SGR","V-SGR-PLANTGATVERBETERING_02-SO","SGR:V-SGR-PLANTGATVERBETERING_02","441","SO","*","",""
"V","SGR","V-SGR-PLANTGATVERBETERING_01_KL-SO","SGR:V-SGR-PLANTGATVERBETERING_01_KL","3519","SO","*","",""
"","SGR","SGR-PLANTGATVERBETERING_02_KL-SO","SGR:SGR-PLANTGATVERBETERING_02_KL","3483","SO","*","",""
"","SGR","SGR-PLANTGATVERBETERING_01_KL-SO","SGR:SGR-PLANTGATVERBETERING_01_KL","3482","SO","*","",""
"","SGR","SGR-BOLLEN-SO","SGR:SGR-BOLLEN","452","SO","*","",""
"V","SGR","V-SGR-BOLLEN_KL-SO","SGR:V-SGR-BOLLEN_KL","3496","SO","*","",""
"V","SGR","V-SGR-BOLLEN-SO","SGR:V-SGR-BOLLEN","360","SO","*","",""
"","SGR","SGR-BOLLEN_KL-SO","SGR:SGR-BOLLEN_KL","3459","SO","*","",""
"V","SGR","V-SGR-KRUIDEN-SO","SGR:V-SGR-KRUIDEN","436","SO","*","",""
"","SGR","SGR-KRUIDEN_KL-SO","SGR:SGR-KRUIDEN_KL","3479","SO","*","",""
"V","SGR","V-SGR-KRUIDEN_KL-SO","SGR:V-SGR-KRUIDEN_KL","3516","SO","*","",""
"","SGR","SGR-KRUIDEN-SO","SGR:SGR-KRUIDEN","528","SO","*","",""
"","SGR","SGR-FRUITTEELT-SO","SGR:SGR-FRUITTEELT","3056","SO","*","",""
"V","SGR","V-SGR-HEESTERS-SO","SGR:V-SGR-HEESTERS","430","SO","*","",""
"","SGR","SGR-HEESTERS_KL-SO","SGR:SGR-HEESTERS_KL","3474","SO","*","",""
"V","SGR","V-SGR-HEESTERS_KL-SO","SGR:V-SGR-HEESTERS_KL","3511","SO","*","",""
"","SGR","SGR-HEESTERS-SO","SGR:SGR-HEESTERS","522","SO","*","",""
"V","SGR","V-SGR-PLANTENBAK-SO","SGR:V-SGR-PLANTENBAK","439","SO","*","",""
"","SGR","SGR-PLANTENBAK-SO","SGR:SGR-PLANTENBAK","531","SO","*","",""
"","SGR","SGR-SIERPLANTSOEN-SO","SGR:SGR-SIERPLANTSOEN","535","SO","*","",""
"V","SGR","V-SGR-SIERPLANTSOEN_KL-SO","SGR:V-SGR-SIERPLANTSOEN_KL","3522","SO","*","",""
"V","SGR","V-SGR-SIERPLANTSOEN-SO","SGR:V-SGR-SIERPLANTSOEN","443","SO","*","",""
"","SGR","SGR-SIERPLANTSOEN_KL-SO","SGR:SGR-SIERPLANTSOEN_KL","3485","SO","*","",""
"","SGR","SGR-BLOEMBAK-SO","SGR:SGR-BLOEMBAK","3040","SO","*","",""
"","SGR","SGR-ROOS-SO","SGR:SGR-ROOS","3058","SO","*","",""
"V","SGR","V-SGR-MOERAS-SO","SGR:V-SGR-MOERAS","438","SO","*","",""
"","SGR","SGR-MOERAS_KL-SO","SGR:SGR-MOERAS_KL","3481","SO","*","",""
"","SGR","SGR-MOERAS-SO","SGR:SGR-MOERAS","530","SO","*","",""
"V","SGR","V-SGR-MOERAS_KL-SO","SGR:V-SGR-MOERAS_KL","3518","SO","*","",""
"","SGR","SGR-BODEMBEDEKKER-SO","SGR:SGR-BODEMBEDEKKER","3038","SO","*","",""
"","SGR","SGR-BOMENGROND-SO","SGR:SGR-BOMENGROND","453","SO","*","",""
"V","SGR","V-SGR-BOMENGROND_KL-SO","SGR:V-SGR-BOMENGROND_KL","3497","SO","*","",""
"V","SGR","V-SGR-BOMENGROND-SO","SGR:V-SGR-BOMENGROND","361","SO","*","",""
"","SGR","SGR-BOMENGROND_KL-SO","SGR:SGR-BOMENGROND_KL","3460","SO","*","",""
"","SGR","SGR-KWELDER-SO","SGR:SGR-KWELDER","3333","SO","*","",""
"","SGR","SGR-HAAG-D","SGR:SGR-HAAG","956","D","*","",""
"","SGR","SGR-DUIN-SO","SGR:SGR-DUIN","3055","SO","*","",""
"","SGR","SGR-TYPEAANDUIDING-SO","SGR:SGR-TYPEAANDUIDING","540","SO","*","",""
"","SGR","SGR-VEGETATIE_GESLOTEN-SO","SGR:SGR-VEGETATIE_GESLOTEN","3332","SO","*","",""
"","SGR","SGR-VEGETATIE_OPEN-SO","SGR:SGR-VEGETATIE_OPEN","3331","SO","*","",""
"","SIE","SIE-FIETSENKLUIS-SO","SIE:SIE-FIETSENKLUIS","3068","SO","*","",""
"V","SIE","V-SIE-FIETSENKLUIS-SO","SIE:V-SIE-FIETSENKLUIS","3533","SO","*","",""
"V","SIE","V-SIE-WEG_PAAL_HOUT-SO","SIE:V-SIE-WEG_PAAL_HOUT","780","SO","*","",""
"","SIE","SIE-WEG_PAAL_KUNSTSTOF-SO","SIE:SIE-WEG_PAAL_KUNSTSTOF","683","SO","*","",""
"","SIE","SIE-WEG_PAAL_CONISCH_AFNEEMBAAR-SO","SIE:SIE-WEG_PAAL_CONISCH_AFNEEMBAAR","679","SO","*","",""
"","SIE","SIE-WEG_PAAL_LAADPAAL-SO","SIE:SIE-WEG_PAAL_LAADPAAL","3108","SO","*","",""
"","SIE","SIE-WEG_PAAL_KLAPPAAL-SO","SIE:SIE-WEG_PAAL_KLAPPAAL","682","SO","*","",""
"","SIE","SIE-WEG_PAAL_ALGEMEEN-SO","SIE:SIE-WEG_PAAL_ALGEMEEN","675","SO","*","",""
"","SIE","SIE-WEG_PAAL_BETON-SO","SIE:SIE-WEG_PAAL_BETON","677","SO","*","",""
"","SIE","SIE-WEG_PAAL_HOUT-SO","SIE:SIE-WEG_PAAL_HOUT","681","SO","*","",""
"","SIE","SIE-WEG_PAAL_CONISCH-SO","SIE:SIE-WEG_PAAL_CONISCH","678","SO","*","",""
"","SIE","SIE-WEG_PAAL_GRENSPAAL-SO","SIE:SIE-WEG_PAAL_GRENSPAAL","680","SO","*","",""
"","SIE","SIE-WEG_PAAL_VAST-SO","SIE:SIE-WEG_PAAL_VAST","685","SO","*","",""
"","SIE","SIE-WEG_PAAL_ALGEMEEN_01-SO","SIE:SIE-WEG_PAAL_ALGEMEEN_01","676","SO","*","",""
"","SIE","SIE-WEG_PAAL_UITNEEMBAAR-SO","SIE:SIE-WEG_PAAL_UITNEEMBAAR","684","SO","*","",""
"V","SIE","V-SIE-WEG_STRAATPOT_BRANDKRAAN-SO","SIE:V-SIE-WEG_STRAATPOT_BRANDKRAAN","812","SO","*","",""
"V","SIE","V-SIE-WEG_PAAL_KUNSTSTOF-SO","SIE:V-SIE-WEG_PAAL_KUNSTSTOF","782","SO","*","",""
"","SIE","SIE-WEG_INGANGSCONTROLE_STOPLICHT-SO","SIE:SIE-WEG_INGANGSCONTROLE_STOPLICHT","663","SO","*","",""
"V","SIE","V-SIE-WEG_VERKEERSBORD_STRAATNAAMBORD-SO","SIE:V-SIE-WEG_VERKEERSBORD_STRAATNAAMBORD","3551","SO","*","",""
"V","SIE","V-SIE-WEG_SLAGBOOM-SO","SIE:V-SIE-WEG_SLAGBOOM","808","SO","*","",""
"","SIE","SIE-WEG_CONTAINER_AFVAL-SO","SIE:SIE-WEG_CONTAINER_AFVAL","645","SO","*","",""
"","SIE","SIE-WEG_PRAATPAAL-SO","SIE:SIE-WEG_PRAATPAAL","704","SO","*","",""
"V","SIE","V-SIE-WEG_PAAL_VAST-SO","SIE:V-SIE-WEG_PAAL_VAST","784","SO","*","",""
"","SIE","SIE-WEG_BESCHERMBEUGEL_RECHT","SIE:SIE-WEG_BESCHERMBEUGEL_RECH","641","","*","",""
"","SIE","SIE-WEG_BESCHERMBEUGEL_ROND","SIE:SIE-WEG_BESCHERMBEUGEL_RON","667","","*","",""
"V","SIE","V-SIE-WEG_PAAL_UITNEEMBAAR-SO","SIE:V-SIE-WEG_PAAL_UITNEEMBAAR","783","SO","*","",""
"","SIE","SIE-WEG_TELEFOONCEL-SO","SIE:SIE-WEG_TELEFOONCEL","717","SO","*","",""
"","SIE","SIE-WEG_TRAP-SO","SIE:SIE-WEG_TRAP","718","SO","*","",""
"","SIE","SIE-WEG_ZITBANK_MET_LEUNING","SIE:SIE-WEG_ZITBANK_MET_LEUNIN","725","","*","",""
"","SIE","SIE-WEG_TANK-SO","SIE:SIE-WEG_TANK","716","SO","*","",""
"V","SIE","V-SIE-WEG_PARKEERMAATREGEL_BETONBOL_PYRAMIDE","SIE:V-SIE-WEG_PARKEERMAATREGEL_BETONBOL_PYRAMID","787","","*","",""
"V","SIE","V-SIE-WEG_CONTAINER_ALGEMEEN-SO","SIE:V-SIE-WEG_CONTAINER_ALGEMEEN","745","SO","*","",""
"","SIE","SIE-WEG_INGANGSCONTROLE_CAMERA-SO","SIE:SIE-WEG_INGANGSCONTROLE_CAMERA","662","SO","*","",""
"V","SIE","V-SIE-WEG_PRAATPAAL-SO","SIE:V-SIE-WEG_PRAATPAAL","803","SO","*","",""
"V","SIE","V-SIE-WEG_SPEELTOESTEL-SO","SIE:V-SIE-WEG_SPEELTOESTEL","810","SO","*","",""
"V","SIE","V-SIE-WEG_GRONDSPOT-SO","SIE:V-SIE-WEG_GRONDSPOT","760","SO","*","",""
"","SIE","SIE-WEG_VERKEERSBORD-SO","SIE:SIE-WEG_VERKEERSBORD","720","SO","*","",""
"","SIE","SIE-WEG_SCHRIKHEK-SO","SIE:SIE-WEG_SCHRIKHEK","708","SO","*","",""
"","SIE","SIE-WEG_GRONDSPOT-SO","SIE:SIE-WEG_GRONDSPOT","661","SO","*","",""
"","SIE","SIE-WEG_STRAATPOT_WATER-SO","SIE:SIE-WEG_STRAATPOT_WATER","715","SO","*","",""
"","SIE","SIE-WEG_PARKEERMAATREGEL_SCHAMPBLOK_650X500X400","SIE:SIE-WEG_PARKEERMAATREGEL_SCHAMPBLOK_650X500X40","696","","*","",""
"V","SIE","V-SIE-WEG_PAAL_ALGEMEEN_01-SO","SIE:V-SIE-WEG_PAAL_ALGEMEEN_01","775","SO","*","",""
"","SIE","SIE-WEG_VLAGGENMAST-SO","SIE:SIE-WEG_VLAGGENMAST","3114","SO","*","",""
