"FASE","sBIB","SYMBOOL","SYMBOOL_alt","ID","opt","STATUS","VRKL_KORT","VRKL_LANG"
"","SVW","SVW-MARKERING_PIJL_BAJONET_5.0","SVW:SVW-MARKERING_PIJL_BAJONET_5.","1781","","*","",""
"","SVW","SVW-MARKERING_PIJL_GEBOGEN_5.0","SVW:SVW-MARKERING_PIJL_GEBOGEN_5.","1775","","*","",""
"","SVW","SVW-MARKERING_PIJL_ANTISPOOK_7.5","SVW:SVW-MARKERING_PIJL_ANTISPOOK_7.","1784","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_RD_7.5","SVW:V-SVW-MARKERING_PIJL_RD_7.","1827","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_LA_LA7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_LA_LA7.","1843","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RA_RA7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_RA_RA7.","1842","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_LA_LATUNNEL7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_LA_LATUNNEL7.","1859","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_LA_HAMERKOP5.0","SVW:V-SVW-MARKERING_PIJL_COMBI_LA_HAMERKOP5.","1847","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_FIETS_1.35","SVW:SVW-MARKERING_SYMBOOL_FIETS_1.3","1790","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_ROTONDE_RD_LA6.80","SVW:V-SVW-MARKERING_PIJL_ROTONDE_RD_LA6.8","2921","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_60_4.0","SVW:SVW-MARKERING_SYMBOOL_60_4.","4069","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_VISHAAK_7.5","SVW:V-SVW-MARKERING_PIJL_VISHAAK_7.","1872","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_70_1.6","SVW:V-SVW-MARKERING_SYMBOOL_70_1.","1892","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RD_RALA5","SVW:V-SVW-MARKERING_PIJL_COMBI_RD_RALA","1861","","*","",""
"","SVW","SVW-MARKERING_STREEP_13_020","SVW:SVW-MARKERING_STREEP_13_02","1816","","*","",""
"","SVW","SVW-MARKERING_STREEP_13_030","SVW:SVW-MARKERING_STREEP_13_03","1817","","*","",""
"","SVW","SVW-MARKERING_STREEP_13_045","SVW:SVW-MARKERING_STREEP_13_04","1818","","*","",""
"","SVW","SVW-MARKERING_STREEP_13_010","SVW:SVW-MARKERING_STREEP_13_01","1815","","*","",""
"","SVW","SVW-MARKERING_STREEP_13_010","SVW:SVW-MARKERING_STREEP_13_01","4075","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_GEBOGEN_7.5","SVW:V-SVW-MARKERING_PIJL_GEBOGEN_7.","1864","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_LA_2.5","SVW:V-SVW-MARKERING_PIJL_LA_2.","1835","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_SCHOOLZONE_EINDE_1.6","SVW:V-SVW-MARKERING_SYMBOOL_SCHOOLZONE_EINDE_1.","4072","","*","",""
"","SVW","SVW-MARKERING_STREEP_050050_010","SVW:SVW-MARKERING_STREEP_050050_01","1811","","*","",""
"","SVW","SVW-MARKERING_STREEP_050050_020","SVW:SVW-MARKERING_STREEP_050050_02","4073","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_SCHOOLZONE_EINDE_1.6","SVW:SVW-MARKERING_SYMBOOL_SCHOOLZONE_EINDE_1.","4071","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_LA_5.0","SVW:V-SVW-MARKERING_PIJL_LA_5.","1834","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_SCHOOLZONE_EINDE_0.8","SVW:SVW-MARKERING_SYMBOOL_SCHOOLZONE_EINDE_0.","2731","","*","",""
"","SVW","SVW-MARKERING_STREEP_93_010","SVW:SVW-MARKERING_STREEP_93_01","1826","","*","",""
"","SVW","SVW-MARKERING_STREEP_93_030","SVW:SVW-MARKERING_STREEP_93_03","2560","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RA_BRUG7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_RA_BRUG7.","1848","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RD_LA2.5","SVW:V-SVW-MARKERING_PIJL_COMBI_RD_LA2.","1841","","*","",""
"","SVW","SVW-MARKERING_STREEP_270030_010","SVW:SVW-MARKERING_STREEP_270030_01","4077","","*","",""
"","SVW","SVW-MARKERING_STREEP_270030_010","SVW:SVW-MARKERING_STREEP_270030_01","1819","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_SCHOOLZONE_0.8","SVW:SVW-MARKERING_SYMBOOL_SCHOOLZONE_0.","2729","","*","",""
"","SVW","SVW-MARKERING_STREEP_DRIEHOEK_030_030","SVW:SVW-MARKERING_STREEP_DRIEHOEK_030_03","2562","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_39_010","SVW:V-SVW-MARKERING_STREEP_39_01","1914","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_39_010","SVW:V-SVW-MARKERING_STREEP_39_01","1915","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_50_1.6","SVW:V-SVW-MARKERING_SYMBOOL_50_1.","1890","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_BAJONET_5.0","SVW:V-SVW-MARKERING_PIJL_BAJONET_5.","1871","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_LA_HAMERKOP7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_LA_HAMERKOP7.","1846","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_STOP_4.0","SVW:SVW-MARKERING_SYMBOOL_STOP_4.","1791","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_RA_5.0","SVW:V-SVW-MARKERING_PIJL_RA_5.","1831","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_13_020","SVW:V-SVW-MARKERING_STREEP_13_02","1907","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_LA_RA5.0","SVW:V-SVW-MARKERING_PIJL_COMBI_LA_RA5.","1863","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_SCHOOLZONE_EINDE_0.8","SVW:V-SVW-MARKERING_SYMBOOL_SCHOOLZONE_EINDE_0.","2743","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_VERDRIJF_RE_5.0","SVW:V-SVW-MARKERING_PIJL_VERDRIJF_RE_5.","1869","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_VOORWAARSCHUWINGSDRIEHOEK_4.0","SVW:SVW-MARKERING_SYMBOOL_VOORWAARSCHUWINGSDRIEHOEK_4.","1786","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_ZONE_1.6","SVW:SVW-MARKERING_SYMBOOL_ZONE_1.","1804","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_TAXI_1.6","SVW:SVW-MARKERING_SYMBOOL_TAXI_1.","1798","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_SCHOOLZONE_1.6","SVW:SVW-MARKERING_SYMBOOL_SCHOOLZONE_1.","2730","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_50_1.6","SVW:SVW-MARKERING_SYMBOOL_50_1.","1800","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_VOORWAARSCHUWINGSDRIEHOEK_8.0","SVW:SVW-MARKERING_SYMBOOL_VOORWAARSCHUWINGSDRIEHOEK_8.","1785","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_70_4.0","SVW:SVW-MARKERING_SYMBOOL_70_4.","1801","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_BUS_1.6","SVW:SVW-MARKERING_SYMBOOL_BUS_1.","1796","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_60_1.6","SVW:SVW-MARKERING_SYMBOOL_60_1.","1806","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_TAXI_4.0","SVW:SVW-MARKERING_SYMBOOL_TAXI_4.","1797","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_BUS_4.0","SVW:SVW-MARKERING_SYMBOOL_BUS_4.","1795","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_STOP_1.6","SVW:SVW-MARKERING_SYMBOOL_STOP_1.","1792","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_30_1.6","SVW:SVW-MARKERING_SYMBOOL_30_1.","1805","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_70_1.6","SVW:SVW-MARKERING_SYMBOOL_70_1.","1802","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_ZONE_4.0","SVW:SVW-MARKERING_SYMBOOL_ZONE_4.","1803","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_LIJNBUS_4.0","SVW:SVW-MARKERING_SYMBOOL_LIJNBUS_4.","1793","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_FIETS_2.0","SVW:SVW-MARKERING_SYMBOOL_FIETS_2.","1789","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_LIJNBUS_1.6","SVW:SVW-MARKERING_SYMBOOL_LIJNBUS_1.","1794","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_50_4.0","SVW:SVW-MARKERING_SYMBOOL_50_4.","1799","","*","",""
"","SVW","SVW-MARKERING_SYMBOOL_FIETS_2.75","SVW:SVW-MARKERING_SYMBOOL_FIETS_2.7","1788","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_LA_TUNNEL5.0","SVW:V-SVW-MARKERING_PIJL_COMBI_LA_TUNNEL5.","1857","","*","",""
"","SVW","SVW-MARKERING_STREEP_BLOK_060_060","SVW:SVW-MARKERING_STREEP_BLOK_060_06","1810","","*","",""
"","SVW","SVW-MARKERING_STREEP_BLOK_050_050","SVW:SVW-MARKERING_STREEP_BLOK_050_05","1809","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_RD_5.0","SVW:V-SVW-MARKERING_PIJL_RD_5.","1828","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_LA_RA7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_LA_RA7.","1862","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_LA_BRUG5.0","SVW:V-SVW-MARKERING_PIJL_COMBI_LA_BRUG5.","1851","","*","",""
"","SVW","SVW-MARKERING_STREEP_DRIEHOEK_050_050","SVW:SVW-MARKERING_STREEP_DRIEHOEK_050_05","1807","","*","",""
"","SVW","SVW-MARKERING_STREEP_DRIEHOEK_050_070","SVW:SVW-MARKERING_STREEP_DRIEHOEK_050_07","1808","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_BLOK_060_060","SVW:V-SVW-MARKERING_STREEP_BLOK_060_06","1901","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_ZONE_1.6","SVW:V-SVW-MARKERING_SYMBOOL_ZONE_1.","1894","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_RA_2.5","SVW:V-SVW-MARKERING_PIJL_RA_2.","1832","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_91_030","SVW:V-SVW-MARKERING_STREEP_91_03","4084","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RA_BRUG5.0","SVW:V-SVW-MARKERING_PIJL_COMBI_RA_BRUG5.","1849","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RA_RABRUG7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_RA_RABRUG7.","1852","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_ANTISPOOK_7.5","SVW:V-SVW-MARKERING_PIJL_ANTISPOOK_7.","1874","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_LA_TUNNEL7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_LA_TUNNEL7.","1856","","*","",""
"","SVW","SVW-MARKERING_STREEP_11_010","SVW:SVW-MARKERING_STREEP_11_01","1813","","*","",""
"","SVW","SVW-MARKERING_STREEP_11_010","SVW:SVW-MARKERING_STREEP_11_01","1814","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_33_015","SVW:V-SVW-MARKERING_STREEP_33_01","1913","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_FIETS_2.75","SVW:V-SVW-MARKERING_SYMBOOL_FIETS_2.7","1878","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_LA_BRUG7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_LA_BRUG7.","1850","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_ROTONDE_LA_6.80","SVW:V-SVW-MARKERING_PIJL_ROTONDE_LA_6.8","2917","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_91_010","SVW:V-SVW-MARKERING_STREEP_91_01","4082","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_ROTONDE_RD_RA6.80","SVW:V-SVW-MARKERING_PIJL_ROTONDE_RD_RA6.8","2922","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_50_4.0","SVW:V-SVW-MARKERING_SYMBOOL_50_4.","1889","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_13_010","SVW:V-SVW-MARKERING_STREEP_13_01","1906","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_13_010","SVW:V-SVW-MARKERING_STREEP_13_01","4076","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_VERDRIJF_LI_7.5","SVW:V-SVW-MARKERING_PIJL_VERDRIJF_LI_7.","1866","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_LIJNBUS_1.6","SVW:V-SVW-MARKERING_SYMBOOL_LIJNBUS_1.","1884","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_13_030","SVW:V-SVW-MARKERING_STREEP_13_03","1908","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_ZONE_4.0","SVW:V-SVW-MARKERING_SYMBOOL_ZONE_4.","1893","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_GEBOGEN_5.0","SVW:V-SVW-MARKERING_PIJL_GEBOGEN_5.","1865","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_BLOK_050_050","SVW:V-SVW-MARKERING_STREEP_BLOK_050_05","1900","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RD_LA5.0","SVW:V-SVW-MARKERING_PIJL_COMBI_RD_LA5.","1840","","*","",""
"","SVW","SVW-MARKERING_STREEP_33_015","SVW:SVW-MARKERING_STREEP_33_01","1822","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_ROTONDE_RD_RALA6.8","SVW:V-SVW-MARKERING_PIJL_ROTONDE_RD_RALA6.","2923","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_DRIEHOEK_030_030","SVW:V-SVW-MARKERING_STREEP_DRIEHOEK_030_03","1897","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_13_045","SVW:V-SVW-MARKERING_STREEP_13_04","1909","","*","",""
"","SVW","SVW-MARKERING_STREEP_39_030","SVW:SVW-MARKERING_STREEP_39_03","1825","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_39_030","SVW:V-SVW-MARKERING_STREEP_39_03","1916","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_ROTONDE_RA_6.80","SVW:V-SVW-MARKERING_PIJL_ROTONDE_RA_6.8","2918","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RD_RA7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_RD_RA7.","1836","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_LIJNBUS_4.0","SVW:V-SVW-MARKERING_SYMBOOL_LIJNBUS_4.","1883","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_VOORWAARSCHUWINGSDRIEHOEK_4.0","SVW:V-SVW-MARKERING_SYMBOOL_VOORWAARSCHUWINGSDRIEHOEK_4.","1876","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_60_4.0","SVW:V-SVW-MARKERING_SYMBOOL_60_4.","4070","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_050050_010","SVW:V-SVW-MARKERING_STREEP_050050_01","1902","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_70_4.0","SVW:V-SVW-MARKERING_SYMBOOL_70_4.","1891","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RD_RALA7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_RD_RALA7.","1860","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RA_HAMERKOP5.0","SVW:V-SVW-MARKERING_PIJL_COMBI_RA_HAMERKOP5.","1845","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_FIETS_1.35","SVW:V-SVW-MARKERING_SYMBOOL_FIETS_1.3","1880","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_DRIEHOEK_050_070","SVW:V-SVW-MARKERING_STREEP_DRIEHOEK_050_07","1899","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_030270_010","SVW:V-SVW-MARKERING_STREEP_030270_01","1911","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_030270_010","SVW:V-SVW-MARKERING_STREEP_030270_01","4080","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_STOP_4.0","SVW:V-SVW-MARKERING_SYMBOOL_STOP_4.","1881","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_BAJONET_7.5","SVW:V-SVW-MARKERING_PIJL_BAJONET_7.","1870","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_93_010","SVW:V-SVW-MARKERING_STREEP_93_01","1917","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_RD_2.5","SVW:V-SVW-MARKERING_PIJL_RD_2.","1829","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RA_HAMERKOP7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_RA_HAMERKOP7.","1844","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_31_010","SVW:V-SVW-MARKERING_STREEP_31_01","1912","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RD_RA5.0","SVW:V-SVW-MARKERING_PIJL_COMBI_RD_RA5.","1837","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_STOP_1.6","SVW:V-SVW-MARKERING_SYMBOOL_STOP_1.","1882","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_30_1.6","SVW:V-SVW-MARKERING_SYMBOOL_30_1.","1895","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_93_030","SVW:V-SVW-MARKERING_STREEP_93_03","1918","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_FIETS_2.0","SVW:V-SVW-MARKERING_SYMBOOL_FIETS_2.","1879","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_VERDRIJF_LI_5.0","SVW:V-SVW-MARKERING_PIJL_VERDRIJF_LI_5.","1867","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_SCHOOLZONE_1.6","SVW:V-SVW-MARKERING_SYMBOOL_SCHOOLZONE_1.","2742","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RA_TUNNEL7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_RA_TUNNEL7.","1854","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_BUS_4.0","SVW:V-SVW-MARKERING_SYMBOOL_BUS_4.","1885","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_LA_LABRUG7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_LA_LABRUG7.","1853","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RD_RA2.5","SVW:V-SVW-MARKERING_PIJL_COMBI_RD_RA2.","1838","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RA_TUNNEL5.0","SVW:V-SVW-MARKERING_PIJL_COMBI_RA_TUNNEL5.","1855","","*","",""
"","SVW","SVW-MARKERING_STREEP_39_010","SVW:SVW-MARKERING_STREEP_39_01","1824","","*","",""
"","SVW","SVW-MARKERING_STREEP_39_010","SVW:SVW-MARKERING_STREEP_39_01","1823","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_050050_020","SVW:V-SVW-MARKERING_STREEP_050050_02","4074","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_SCHOOLZONE_0.8","SVW:V-SVW-MARKERING_SYMBOOL_SCHOOLZONE_0.","2741","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_TAXI_1.6","SVW:V-SVW-MARKERING_SYMBOOL_TAXI_1.","1888","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_VERDRIJF_RE_7.5","SVW:V-SVW-MARKERING_PIJL_VERDRIJF_RE_7.","1868","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_TAXI_4.0","SVW:V-SVW-MARKERING_SYMBOOL_TAXI_4.","1887","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_270030_010","SVW:V-SVW-MARKERING_STREEP_270030_01","1910","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_270030_010","SVW:V-SVW-MARKERING_STREEP_270030_01","4078","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_RA_7.5","SVW:V-SVW-MARKERING_PIJL_RA_7.","1830","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_COMBI_RA_RATUNNEL7.5","SVW:V-SVW-MARKERING_PIJL_COMBI_RA_RATUNNEL7.","1858","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_VISHAAK_5.0","SVW:V-SVW-MARKERING_PIJL_VISHAAK_5.","1873","","*","",""
"V","SVW","V-SVW-MARKERING_SYMBOOL_BUS_1.6","SVW:V-SVW-MARKERING_SYMBOOL_BUS_1.","1886","","*","",""
"V","SVW","V-SVW-MARKERING_PIJL_ROTONDE_RD_BP6.80","SVW:V-SVW-MARKERING_PIJL_ROTONDE_RD_BP6.8","2920","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_11_010","SVW:V-SVW-MARKERING_STREEP_11_01","1905","","*","",""
"V","SVW","V-SVW-MARKERING_STREEP_11_010","SVW:V-SVW-MARKERING_STREEP_11_01","1904","","*","",""
"","SVW","SVW-VERKEERSTEKEN_BORD_STRAATNAAM-SO","SVW:SVW-VERKEERSTEKEN_BORD_STRAATNAAM","3306","SO","*","",""
"","SVW","SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_PORTAAL_PANEELENKELERICHTING-SO","SVW:SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_PORTAAL_PANEELENKELERICHTING","2585","SO","*","",""
"","SVW","SVW-VERKEERSTEKEN_VERKEERSZUIL-SO","SVW:SVW-VERKEERSTEKEN_VERKEERSZUIL","2588","SO","*","",""
"V","SVW","V-SVW-VERKEERSTEKEN_BORD_PIJLBAK-SO","SVW:V-SVW-VERKEERSTEKEN_BORD_PIJLBAK","4090","SO","*","",""
"","SVW","SVW-VERKEERSTEKEN_TRAMSIGNALERING-SO","SVW:SVW-VERKEERSTEKEN_TRAMSIGNALERING","2972","SO","*","",""
"","SVW","SVW-VERKEERSTEKEN_BORD_ANWB-SO","SVW:SVW-VERKEERSTEKEN_BORD_ANWB","2579","SO","*","",""
"","SVW","SVW-VERKEERSTEKEN_BORD_ANWB_ENKEL-SO","SVW:SVW-VERKEERSTEKEN_BORD_ANWB_ENKEL","2580","SO","*","",""
"","SVW","SVW-VERKEERSTEKEN_BORD_PIJLBAK-SO","SVW:SVW-VERKEERSTEKEN_BORD_PIJLBAK","2581","SO","*","",""
"","SVW","SVW-VERKEERSTEKEN_BORD_PLAATSNAAM-SO","SVW:SVW-VERKEERSTEKEN_BORD_PLAATSNAAM","3305","SO","*","",""
"","SVW","SVW-VERKEERSTEKEN_BORD_INFORMATIE-SO","SVW:SVW-VERKEERSTEKEN_BORD_INFORMATIE","3304","SO","*","",""
"V","SVW","V-SVW-VERKEERSTEKEN_BORD_PLAATSNAAM-SO","SVW:V-SVW-VERKEERSTEKEN_BORD_PLAATSNAAM","4091","SO","*","",""
"","SVW","SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_VERKEERSBORD_VERLICHTING-SO","SVW:SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_VERKEERSBORD_VERLICHTING","2587","SO","*","",""
"","SVW","SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_MAST-SO","SVW:SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_MAST","2582","SO","*","",""
"","SVW","SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_UITHOUDER_TWEEZIJDIG-SO","SVW:SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_UITHOUDER_TWEEZIJDIG","2586","SO","*","",""
"","SVW","SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_MAST_COMBI-SO","SVW:SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_MAST_COMBI","2583","SO","*","",""
"","SVW","SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_PORTAAL_PANEELDUBBELERICHTING-SO","SVW:SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_PORTAAL_PANEELDUBBELERICHTING","2584","SO","*","",""
"V","SVW","V-SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_PORTAAL_PANEELDUBBELERICHTING-SO","SVW:V-SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_PORTAAL_PANEELDUBBELERICHTING","4095","SO","*","",""
"V","SVW","V-SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_MAST_COMBI-SO","SVW:V-SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_MAST_COMBI","4094","SO","*","",""
"V","SVW","V-SVW-VERKEERSTEKEN_BORD_ANWB-SO","SVW:V-SVW-VERKEERSTEKEN_BORD_ANWB","4087","SO","*","",""
"V","SVW","V-SVW-VERKEERSTEKEN_BORD_STRAATNAAM-SO","SVW:V-SVW-VERKEERSTEKEN_BORD_STRAATNAAM","4092","SO","*","",""
"V","SVW","V-SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_VERKEERSBORD_VERLICHTING-SO","SVW:V-SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_VERKEERSBORD_VERLICHTING","4098","SO","*","",""
"V","SVW","V-SVW-VERKEERSTEKEN_BORD_INFORMATIE-SO","SVW:V-SVW-VERKEERSTEKEN_BORD_INFORMATIE","4089","SO","*","",""
"V","SVW","V-SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_MAST-SO","SVW:V-SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_MAST","4093","SO","*","",""
"V","SVW","V-SVW-VERKEERSTEKEN_TRAMSIGNALERING-SO","SVW:V-SVW-VERKEERSTEKEN_TRAMSIGNALERING","2976","SO","*","",""
"V","SVW","V-SVW-VERKEERSTEKEN_BORD_ANWB_ENKEL-SO","SVW:V-SVW-VERKEERSTEKEN_BORD_ANWB_ENKEL","4088","SO","*","",""
"V","SVW","V-SVW-VERKEERSTEKEN_VERKEERSZUIL-SO","SVW:V-SVW-VERKEERSTEKEN_VERKEERSZUIL","4099","SO","*","",""
