"FASE","BIB","SYMBOOL","ID"
"V","SVH","V-SVH-BSS_OPENGESTRAAT-SO","1431"
"","SVH","SVH-BSS_KEIFORMAAT_DUBBEL_02_KL-SO","2630"
"V","SVH","V-SVH-BSS_KEIFORMAAT_ELLEBOOG-SO","1418"
"V","SVH","V-SVH-BSS_KEIFORMAAT_DUBBEL_01_KL-SO","2663"
"V","SVH","V-SVH-BSS_DIKFORMAAT_BLOK_KL-SO","2655"
"V","SVH","V-SVH-BSS_DIKFORMAAT_KEPER-SO","1412"
"V","SVH","V-SVH-BSS_WAALFORMAAT_ELLEBOOG-SO","1422"
"V","SVH","V-SVH-BSS_WAALFORMAAT_KEPER-SO","1424"
"","SVH","SVH-BSS_LINGEFORMAAT_DRIEKWART_KL-SO","2635"
"V","SVH","V-SVH-BSS_WAALFORMAAT_KEPER_KL-SO","2676"
"","SVH","SVH-BSS_WAALFORMAAT_BLOK_KL-SO","2639"
"V","SVH","V-SVH-BSS_KEIFORMAAT_DUBBEL_02-SO","1417"
"V","SVH","V-SVH-BSS_KEIFORMAAT_DUBBEL-SO","1427"
"V","SVH","V-SVH-BSS_WAALFORMAAT_BLOK_KL-SO","2673"
"","SVH","SVH-BSS_WAALFORMAAT_ELLEBOOG_KL-SO","2640"
"V","SVH","V-SVH-BSS_LINGEFORMAAT_DRIEKWART_KL-SO","2669"
"","SVH","SVH-BSS_DIKFORMAAT_ELLEBOOG-SO","1098"
"V","SVH","V-SVH-BSS_DIKFORMAAT_ELLEBOOG-SO","1410"
"V","SVH","V-SVH-BSS_KEIFORMAAT_DUBBEL_01-SO","1416"
"","SVH","SVH-BSS_KEIFORMAAT_HALFST_KL-SO","2633"
"V","SVH","V-SVH-BSS_WAALFORMAAT_HALFST_KL-SO","2675"
"","SVH","SVH-BSS_KEIFORMAAT_HALFST-SO","1109"
"V","SVH","V-SVH-BSS_WAALFORMAAT_HALFST-SO","1423"
"","SVH","SVH-BSS_DIKFORMAAT_BLOK-SO","1097"
"","SVH","SVH-BSS_DIKFORMAAT_BLOK_KL-SO","2621"
"V","SVH","V-SVH-BSS_LINGEFORMAAT_KLEZOOR-SO","1430"
"","SVH","SVH-BSS_KEIFORMAAT_DUBBEL_02-SO","1107"
"","SVH","SVH-BSS_KEIFORMAAT_BLOK_STREEP_KL-SO","2628"
"","SVH","SVH-BSS_KEIFORMAAT_KEPER-SO","1110"
"V","SVH","V-SVH-BSS_LINGEFORMAAT_DRIEKWART-SO","1428"
"","SVH","SVH-BSS_KEIFORMAAT_BLOK_STREEP-SO","1104"
"V","SVH","V-SVH-BSS_KEIFORMAAT_BLOK_01-SO","1413"
"","SVH","SVH-BSS_LINGEFORMAAT_KLEZOOR_KL-SO","2637"
"","SVH","SVH-BSS_LINGEFORMAAT_ELLEBOOG-SO","1112"
"V","SVH","V-SVH-BSS_DIKFORMAAT_ELLEBOOG_KL-SO","2801"
"","SVH","SVH-BSS_DIKFORMAAT_KEPER-SO","1100"
"","SVH","SVH-BSS_KEIFORMAAT_DUBBEL_01-SO","1106"
"","SVH","SVH-BSS_LINGEFORMAAT_DRIEKWART-SO","1111"
"","SVH","SVH-BSS_WAALFORMAAT_KEPER-SO","1117"
"V","SVH","V-SVH-BSS_WAALFORMAAT_BLOK-SO","1421"
"","SVH","SVH-BSS_WAALFORMAAT_ELLEBOOG-SO","1115"
"V","SVH","V-SVH-BSS_DIKFORMAAT_KEPER_KL-SO","2802"
"","SVH","SVH-BSS_KEIFORMAAT_BLOK_02-SO","1102"
"V","SVH","V-SVH-BSS_OPENGESTRAAT_KL-SO","2672"
"","SVH","SVH-BSS_WAALFORMAAT_BLOK-SO","1114"
"V","SVH","V-SVH-BSS_LINGEFORMAAT_KLEZOOR_KL-SO","2671"
"","SVH","SVH-BSS_OPENGESTRAAT_KL-SO","2638"
"","SVH","SVH-BSS_DIKFORMAAT_HALFST_KL-SO","2623"
"V","SVH","V-SVH-BSS_DIKFORMAAT_BLOK-SO","1425"
"V","SVH","V-SVH-BSS_KEIFORMAAT_ELLEBOOG_KL-SO","2666"
"V","SVH","V-SVH-BSS_KEIFORMAAT_HALFST-SO","1419"
"","SVH","SVH-BSS_LINGEFORMAAT_ELLEBOOG_KL-SO","2636"
"V","SVH","V-SVH-BSS_KEIFORMAAT_BLOK_02_KL-SO","2660"
"","SVH","SVH-BSS_OPENGESTRAAT-SO","1096"
"","SVH","SVH-BSS_KEIFORMAAT_DUBBEL-SO","1105"
"V","SVH","V-SVH-BSS_KEIFORMAAT_BLOK_STREEP-SO","1426"
"V","SVH","V-SVH-BSS_KEIFORMAAT_DUBBEL_KL-SO","2665"
"","SVH","SVH-BSS_DIKFORMAAT_ELLEBOOG_KL-SO","2622"
"V","SVH","V-SVH-BSS_KEIFORMAAT_KEPER-SO","1420"
"V","SVH","V-SVH-BSS_KEIFORMAAT_BLOK_01_KL-SO","2659"
"","SVH","SVH-BSS_KEIFORMAAT_BLOK_01_KL-SO","2625"
"V","SVH","V-SVH-BSS_DIKFORMAAT_HALFST-SO","1411"
"","SVH","SVH-BSS_DIKFORMAAT_KEPER_KL-SO","2624"
"V","SVH","V-SVH-BSS_DIKFORMAAT_HALFST_KL-SO","2657"
"V","SVH","V-SVH-BASALTVERHARDING_KL-SO","3972"
"V","SVH","V-SVH-BASALTVERHARDING-SO","1398"
"","SVH","SVH-BASALTVERHARDING_KL-SO","3874"
"","SVH","SVH-BASALTVERHARDING-SO","1084"
"V","SVH","V-SVH-NATUURSTEEN_KINDERKOP_HALFST_KL-SO","4027"
"","SVH","SVH-NATUURSTEEN_LOSVERBAND_02_KL-SO","3931"
"V","SVH","V-SVH-NATUURSTEEN_KL-SO","2803"
"","SVH","SVH-NATUURSTEEN-SO","1312"
"","SVH","SVH-NATUURSTEEN_LOSVERBAND_02-SO","1317"
"V","SVH","V-SVH-NATUURSTEEN_LOSVERBAND_02_KL-SO","4029"
"","SVH","SVH-NATUURSTEEN_LOSVERBAND_01_KL-SO","3930"
"","SVH","SVH-NATUURSTEEN_02_KL-SO","3928"
"V","SVH","V-SVH-NATUURSTEEN_LOSVERBAND_01-SO","1476"
"V","SVH","V-SVH-NATUURSTEEN-SO","1472"
"V","SVH","V-SVH-NATUURSTEEN_02_KL-SO","4026"
"V","SVH","V-SVH-NATUURSTEEN_KINDERKOP_HALFST-SO","1475"
"","SVH","SVH-NATUURSTEEN_01_KL-SO","3927"
"V","SVH","V-SVH-NATUURSTEEN_01_KL-SO","4025"
"","SVH","SVH-NATUURSTEEN_KL-SO","2756"
"V","SVH","V-SVH-NATUURSTEEN_LOSVERBAND_02-SO","1477"
"","SVH","SVH-NATUURSTEEN_01-SO","1310"
"","SVH","SVH-NATUURSTEEN_KINDERKOP_HALFST_KL-SO","3929"
"","SVH","SVH-NATUURSTEEN_LOSVERBAND_01-SO","1316"
"V","SVH","V-SVH-NATUURSTEEN_02-SO","1471"
"","SVH","SVH-NATUURSTEEN_KINDERKOP_HALFST-SO","1315"
"V","SVH","V-SVH-NATUURSTEEN_LOSVERBAND_01_KL-SO","4028"
"","SVH","SVH-NATUURSTEEN_02-SO","1311"
"V","SVH","V-SVH-NATUURSTEEN_01-SO","1470"
"","SVH","SVH-SBS_KEIFORMAAT_BLOK_KL-SO","2646"
"","SVH","SVH-SBS_WAALFORMAAT_ELLEBOOG-SO","1346"
"V","SVH","V-SVH-SBS_DIKFORMAAT_KEPER-SO","1499"
"V","SVH","V-SVH-SBS_KEIFORMAAT_HALFST-SO","1503"
"V","SVH","V-SVH-SBS_WAALFORMAAT_BLOK_KL-SO","2685"
"","SVH","SVH-SBS_KEIFORMAAT_HALFST-SO","1343"
"V","SVH","V-SVH-SBS_WAALFORMAAT_KEPER-SO","1508"
"V","SVH","V-SVH-SBS_DIKFORMAAT_BLOK-SO","4035"
"V","SVH","V-SVH-SBS_WAALFORMAAT_HALFST_KL-SO","2687"
"V","SVH","V-SVH-SBS_KEIFORMAAT_ELLEBOOG-SO","1502"
"V","SVH","V-SVH-SBS_WAALFORMAAT_ELLEBOOG_KL-SO","2686"
"V","SVH","V-SVH-SBS_KEIFORMAAT_HALFST_KL-SO","2683"
"","SVH","SVH-SBS_DIKFORMAAT_KEPER_KL-SO","2645"
"V","SVH","V-SVH-SBS_DIKFORMAAT_ELLEBOOG-SO","1497"
"","SVH","SVH-SBS_KEIFORMAAT_KEPER_KL-SO","2650"
"","SVH","SVH-SBS_KEIFORMAAT_DUBBEL-SO","1341"
"","SVH","SVH-SBS_KEIFORMAAT_HALFST_KL-SO","2649"
"V","SVH","V-SVH-SBS_DIKFORMAAT_BLOK_KL-SO","4036"
"V","SVH","V-SVH-SBS_KEIFORMAAT_BLOK-SO","1500"
"V","SVH","V-SVH-SBS_KEIFORMAAT_BLOK_KL-SO","2680"
"","SVH","SVH-SBS_KEIFORMAAT_DUBBEL_KL-SO","2647"
"V","SVH","V-SVH-SBS_KEIFORMAAT_DUBBEL-SO","1501"
"V","SVH","V-SVH-SBS_KEIFORMAAT_ELLEBOOG_KL-SO","2682"
"V","SVH","V-SVH-SBS_WAALFORMAAT_BLOK-SO","1505"
"V","SVH","V-SVH-SBS_DIKFORMAAT_KEPER_KL-SO","2679"
"","SVH","SVH-SBS_KEIFORMAAT_BLOK-SO","1340"
"","SVH","SVH-SBS_DIKFORMAAT_BLOK_KL-SO","2934"
"","SVH","SVH-SBS_WAALFORMAAT_BLOK-SO","1345"
"","SVH","SVH-SBS_KEIFORMAAT_KEPER-SO","1344"
"V","SVH","V-SVH-SBS_KEIFORMAAT_KEPER-SO","1504"
"","SVH","SVH-SBS_DIKFORMAAT_ELLEBOOG-SO","1337"
"","SVH","SVH-SBS_DIKFORMAAT_HALFST_KL-SO","2644"
"","SVH","SVH-SBS_KEIFORMAAT_ELLEBOOG_KL-SO","2648"
"V","SVH","V-SVH-SBS_DIKFORMAAT_HALFST_KL-SO","2804"
"V","SVH","V-SVH-SBS_DIKFORMAAT_HALFST-SO","1498"
"V","SVH","V-SVH-SBS_KEIFORMAAT_KEPER_KL-SO","2684"
"","SVH","SVH-SBS_WAALFORMAAT_KEPER_KL-SO","2654"
"","SVH","SVH-SBS_DIKFORMAAT_KEPER-SO","1339"
"V","SVH","V-SVH-SBS_WAALFORMAAT_HALFST-SO","1507"
"","SVH","SVH-SBS_WAALFORMAAT_KEPER-SO","1348"
"V","SVH","V-SVH-SBS_WAALFORMAAT_ELLEBOOG-SO","1506"
"","SVH","SVH-SBS_WAALFORMAAT_ELLEBOOG_KL-SO","2652"
"","SVH","SVH-SBS_WAALFORMAAT_HALFST-SO","1347"
"","SVH","SVH-SBS_WAALFORMAAT_HALFST_KL-SO","2653"
"V","SVH","V-SVH-SBS_KEIFORMAAT_DUBBEL_KL-SO","2681"
"V","SVH","V-SVH-SBS_DIKFORMAAT_ELLEBOOG_KL-SO","2677"
"","SVH","SVH-SBS_WAALFORMAAT_BLOK_KL-SO","2651"
"","SVH","SVH-SBS_KEIFORMAAT_ELLEBOOG-SO","1342"
"","SVH","SVH-SBS_DIKFORMAAT_HALFST-SO","1338"
"","SVH","SVH-SBS_DIKFORMAAT_ELLEBOOG_KL-SO","2643"
"","SVH","SVH-SBS_DIKFORMAAT_BLOK-SO","2933"
"V","SVH","V-SVH-SBS_WAALFORMAAT_KEPER_KL-SO","2688"
"V","SVH","V-SVH-SIERTEGEL-SO","1554"
"","SVH","SVH-SIERTEGEL-SO","1394"
"V","SVH","V-SVH-SIERTEGEL_KL-SO","4039"
"","SVH","SVH-SIERTEGEL_KL-SO","3939"
"V","SVH","V-SVH-PLANKEN_01_KL-SO","4030"
"V","SVH","V-SVH-PLANKEN_02_KL-SO","4031"
"","SVH","SVH-PLANKEN_02-SO","1328"
"","SVH","SVH-PLANKEN_01_KL-SO","3932"
"V","SVH","V-SVH-PLANKEN_01-SO","1487"
"V","SVH","V-SVH-PLANKEN_02-SO","1488"
"","SVH","SVH-PLANKEN_02_KL-SO","3933"
"","SVH","SVH-PLANKEN_01-SO","1327"
"","SVH","SVH-BETONPLAAT_HALFST_KL-SO","3885"
"","SVH","SVH-BETONPLAAT_BLOK_RAND_KL-SO","3884"
"V","SVH","V-SVH-BETONPLAAT_BLOK_KL-SO","3981"
"V","SVH","V-SVH-BETONPLAAT_BLOK-SO","1407"
"","SVH","SVH-BETONPLAAT_HALFST-SO","1095"
"V","SVH","V-SVH-BETONPLAAT_BLOK_RAND_KL-SO","3982"
"","SVH","SVH-BETONPLAAT_BLOK-SO","1093"
"","SVH","SVH-BETONPLAAT_BLOK_KL-SO","3883"
"V","SVH","V-SVH-BETONPLAAT_HALFST_KL-SO","3983"
"V","SVH","V-SVH-BETONPLAAT_HALFST-SO","1409"
"V","SVH","V-SVH-BETONPLAAT_2X1","3258"
"V","SVH","V-SVH-BETONPLAAT_2X1","3259"
"","SVH","SVH-BETONPLAAT_2X1","3190"
"","SVH","SVH-BETONPLAAT_2X1","3191"
"B","SVH","B-SVH-BETONPLAAT_2X1","3155"
"B","SVH","B-SVH-BETONPLAAT_2X1","3154"
"","SVH","SVH-BETONPLAAT_BLOK_RAND-SO","1094"
"V","SVH","V-SVH-BETONPLAAT_BLOK_RAND-SO","1408"
"","SVH","SVH-STOOTBAND_VLAK_VLAK_1000X200","2243"
"V","SVH","V-SVH-STOOTBAND_ROND_VLAK_900X200_DUBBEL","799"
"V","SVH","V-SVH-STOOTBAND_ROND_VLAK_750X200_DUBBEL","798"
"","SVH","SVH-STOOTBAND_ROND_VLAK_750X200_DUBBEL","699"
"V","SVH","V-SVH-STOOTBAND_VLAK_VLAK_1000X200","2867"
"","SVH","SVH-STOOTBAND_ROND_ROND_1000X200","2241"
"","SVH","SVH-STOOTBAND_ROND_VLAK_1000X200_DUBBEL","697"
"","SVH","SVH-STOOTBAND_ROND_VLAK_900X200_DUBBEL","700"
"V","SVH","V-SVH-STOOTBAND_ROND_ROND_1000X200","2865"
"V","SVH","V-SVH-STOOTBAND_VLAK_ROND_1000X200","2866"
"","SVH","SVH-STOOTBAND_VLAK_ROND_1000X200","2242"
"V","SVH","V-SVH-STOOTBAND_ROND_VLAK_1000X200_DUBBEL","796"
"","SVH","SVH-BOOMKRANS_ELEMENT_LATERAAL_1500X1500","637"
"","SVH","SVH-BOOMKRANS_ELEMENT_WEGA_2250X2250","639"
"V","SVH","V-SVH-BOOMKRANS_ELEMENT_WEGA_1500X1500","737"
"","SVH","SVH-BOOMKRANS_ELEMENT_LATERAAL_1200X1200","636"
"","SVH","SVH-BOOMKRANS_ELEMENT_WEGA_1500X1500","638"
"V","SVH","V-SVH-BOOMKRANS_ELEMENT_WEGA_2250X2250","738"
"V","SVH","V-SVH-BOOMKRANS_ELEMENT_LATERAAL_1500X1500","736"
"V","SVH","V-SVH-BOOMKRANS_ELEMENT_LATERAAL_1200X1200","735"
"V","SVH","V-SVH-BASALTONVERHARDING-SO","1397"
"V","SVH","V-SVH-BASALTONVERHARDING_KL-SO","3971"
"","SVH","SVH-BASALTONVERHARDING-SO","1083"
"","SVH","SVH-BASALTONVERHARDING_KL-SO","3873"
"","SVH","SVH-COBBLESTONE-SO","1119"
"V","SVH","V-SVH-COBBLESTONE_KL-SO","3985"
"V","SVH","V-SVH-COBBLESTONE-SO","1433"
"","SVH","SVH-COBBLESTONE_KL-SO","3887"
"","SVH","SVH-GRIND-SO","1227"
"","SVH","SVH-GRIND_KL-SO","3916"
"V","SVH","V-SVH-GRIND_KL-SO","4014"
"V","SVH","V-SVH-GRIND-SO","1459"
"V","SVH","V-SVH-HALFVERHARDING_GRIND_01-SO","1462"
"V","SVH","V-SVH-HALFVERHARDING_01-SO","1460"
"","SVH","SVH-HALFVERHARDING_GRIND_02-SO","1231"
"V","SVH","V-SVH-HALFVERHARDING_GRIND_01_KL-SO","4017"
"","SVH","SVH-HALFVERHARDING_SCHELPEN-SO","1233"
"","SVH","SVH-HALFVERHARDING_SCHELPEN_KL-SO","3921"
"","SVH","SVH-HALFVERHARDING_02_KL-SO","3918"
"V","SVH","V-SVH-HALFVERHARDING_01_KL-SO","4015"
"V","SVH","V-SVH-HALFVERHARDING_GRIND_02-SO","1463"
"V","SVH","V-SVH-HALFVERHARDING_GRIND_02_KL-SO","4018"
"V","SVH","V-SVH-HALFVERHARDING_02-SO","1461"
"","SVH","SVH-HALFVERHARDING_01_KL-SO","3917"
"","SVH","SVH-HALFVERHARDING_GRIND_01_KL-SO","3919"
"","SVH","SVH-HALFVERHARDING_02-SO","1229"
"","SVH","SVH-HALFVERHARDING_GRIND_01-SO","1230"
"V","SVH","V-SVH-HALFVERHARDING_02_KL-SO","4016"
"V","SVH","V-SVH-HALFVERHARDING_SCHELPEN-SO","1465"
"V","SVH","V-SVH-HALFVERHARDING_SCHELPEN_KL-SO","4019"
"","SVH","SVH-HALFVERHARDING_GRIND_02_KL-SO","3920"
"","SVH","SVH-HALFVERHARDING_01-SO","1228"
"","SVH","SVH-ASFALT_FREESVAK-SO","1082"
"V","SVH","V-SVH-ASFALT_KL-SO","3969"
"V","SVH","V-SVH-ASFALT_FREESVAK-SO","2616"
"","SVH","SVH-ASFALT_FREESVAK_KL-SO","3872"
"V","SVH","V-SVH-ASFALT_FREESVAK_KL-SO","3970"
"","SVH","SVH-ASFALT-SO","1081"
"","SVH","SVH-ASFALT_KL-SO","3871"
"V","SVH","V-SVH-ASFALT-SO","1396"
"V","SVH","V-SVH-GOOT_SYMBOOL_KL-SO","4005"
"B","SVH","B-SVH-GOOT_ZOAB_02-D","2514"
"","SVH","SVH-GOOT_SYMBOOL-SO","2240"
"","SVH","SVH-GOOT_ZOAB_02-D","2425"
"","SVH","SVH-GOOT_MOLGOOT-D","3227"
"V","SVH","V-SVH-GOOT_SYMBOOL-SO","2253"
"","SVH","SVH-GOOT_TEGEL-D","3230"
"","SVH","SVH-GOOT_ZOAB_220X160-D","2430"
"","SVH","SVH-GOOT_ZOAB_01-D","2424"
"","SVH","SVH-GOOT_POLYDRAIN-D","3229"
"","SVH","SVH-GOOT_SYMBOOL_KL-SO","3907"
"","SVH","SVH-GOOT_LIJNGOOT-D","3226"
"B","SVH","B-SVH-GOOT_ZOAB_01-D","2513"
"B","SVH","B-SVH-GOOT_ZOAB_220X160-D","2519"
"","SVH","SVH-GOOT_OPEN GOOT-D","3228"
"","SVH","SVH-SPECIAAL_OVERIG_KOPSHOUT_KL-SO","3944"
"","SVH","SVH-SPECIAAL_OVERIG_02_KL-SO","3943"
"","SVH","SVH-SPECIAAL_OVERIG_LANGSHOUT_KL-SO","3945"
"","SVH","SVH-SPECIAAL_01_KL-SO","3940"
"V","SVH","V-SVH-SPECIAAL_OVERIG_KOPSHOUT-SO","1483"
"V","SVH","V-SVH-SPECIAAL_OVERIG_02_KL-SO","4043"
"V","SVH","V-SVH-SPECIAAL_OVERIG_LANGSHOUT_KL-SO","4045"
"","SVH","SVH-SPECIAAL_01-SO","1335"
"V","SVH","V-SVH-SPECIAAL_OVERIG_KOPSHOUT_KL-SO","4044"
"","SVH","SVH-SPECIAAL_OVERIG_01_KL-SO","3942"
"V","SVH","V-SVH-SPECIAAL_OVERIG_LANGSHOUT-SO","1484"
"V","SVH","V-SVH-SPECIAAL_OVERIG_TRANENPLAAT_02-SO","1486"
"V","SVH","V-SVH-SPECIAAL_OVERIG_01-SO","1478"
"","SVH","SVH-SPECIAAL_OVERIG_TRANENPLAAT_01_KL-SO","3946"
"V","SVH","V-SVH-SPECIAAL_02_KL-SO","4041"
"","SVH","SVH-SPECIAAL_OVERIG_LANGSHOUT-SO","1324"
"V","SVH","V-SVH-SPECIAAL_OVERIG_02-SO","1479"
"V","SVH","V-SVH-SPECIAAL_OVERIG_TRANENPLAAT_01-SO","1485"
"","SVH","SVH-SPECIAAL_OVERIG_TRANENPLAAT_02-SO","1326"
"","SVH","SVH-SPECIAAL_OVERIG_TRANENPLAAT_01-SO","1325"
"V","SVH","V-SVH-SPECIAAL_01_KL-SO","4040"
"","SVH","SVH-SPECIAAL_OVERIG_KOPSHOUT-SO","1323"
"","SVH","SVH-SPECIAAL_02_KL-SO","3941"
"","SVH","SVH-SPECIAAL_02-SO","1336"
"","SVH","SVH-SPECIAAL_OVERIG_01-SO","1318"
"","SVH","SVH-SPECIAAL_OVERIG_02-SO","1319"
"V","SVH","V-SVH-SPECIAAL_OVERIG_01_KL-SO","4042"
"V","SVH","V-SVH-SPECIAAL_OVERIG_TRANENPLAAT_01_KL-SO","4046"
"V","SVH","V-SVH-SPECIAAL_OVERIG_TRANENPLAAT_02_KL-SO","4047"
"V","SVH","V-SVH-SPECIAAL_02-SO","1496"
"","SVH","SVH-SPECIAAL_OVERIG_TRANENPLAAT_02_KL-SO","3947"
"V","SVH","V-SVH-SPECIAAL_01-SO","1495"
"V","SVH","V-SVH-GRAS_GESTABILISEERD_KL-SO","4006"
"V","SVH","V-SVH-GRAS_GESTABILISEERD-SO","1452"
"","SVH","SVH-GRAS_GESTABILISEERD_KL-SO","3908"
"","SVH","SVH-GRAS_GESTABILISEERD-SO","1220"
"","SVH","SVH-HSTEEN_KL-SO","3923"
"V","SVH","V-SVH-HSTEEN-SO","1467"
"","SVH","SVH-HSTEEN-SO","1235"
"V","SVH","V-SVH-HSTEEN_KL-SO","4021"
"V","SVH","V-SVH-BETON_GEWAPEND_INSITU_KL-SO","3977"
"V","SVH","V-SVH-BETON_KL-SO","3976"
"","SVH","SVH-BETON-SO","1092"
"","SVH","SVH-BETON_ONGEWAPEND_INSITU_01-SO","1089"
"","SVH","SVH-BETON_ONGEWAPEND_INSITU_01_KL-SO","3880"
"","SVH","SVH-BETON_SCHRAAL-SO","1091"
"V","SVH","V-SVH-BETON_ONGEWAPEND_INSITU_02-SO","1404"
"V","SVH","V-SVH-BETON_ONGEWAPEND_INSITU_01_KL-SO","3978"
"","SVH","SVH-BETON_ONGEWAPEND_INSITU_02_KL-SO","3881"
"","SVH","SVH-BETON_GEWAPEND_INSITU_KL-SO","3879"
"","SVH","SVH-BETON_SCHRAAL_KL-SO","3882"
"","SVH","SVH-BETON_KL-SO","3878"
"V","SVH","V-SVH-BETON_SCHRAAL_KL-SO","3980"
"V","SVH","V-SVH-BETON_SCHRAAL-SO","1405"
"V","SVH","V-SVH-BETON_ONGEWAPEND_INSITU_02_KL-SO","3979"
"V","SVH","V-SVH-BETON-SO","1406"
"","SVH","SVH-BETON_GEWAPEND_INSITU-SO","1088"
"V","SVH","V-SVH-BETON_GEWAPEND_INSITU-SO","1402"
"V","SVH","V-SVH-BETON_ONGEWAPEND_INSITU_01-SO","1403"
"","SVH","SVH-BETON_ONGEWAPEND_INSITU_02-SO","1090"
"V","SVH","V-SVH-GLAS-SO","1451"
"","SVH","SVH-GLAS_KL-SO","3906"
"","SVH","SVH-GLAS-SO","1219"
"V","SVH","V-SVH-GLAS_KL-SO","4004"
"","SVH","SVH-PUINVERHARDING-SO","1330"
"V","SVH","V-SVH-PUINVERHARDING-SO","1490"
"V","SVH","V-SVH-PUINVERHARDING_KL-SO","4032"
"","SVH","SVH-PUINVERHARDING_KL-SO","3934"
"V","SVH","V-SVH-ROOSTER-SO","1491"
"V","SVH","V-SVH-ROOSTER_KL-SO","4033"
"","SVH","SVH-ROOSTER-SO","1331"
"","SVH","SVH-ROOSTER_KL-SO","3935"
"V","SVH","V-SVH-GRASPLAAT-SO","1455"
"","SVH","SVH-GRASPLAAT_KL-SO","3911"
"","SVH","SVH-GRASPLAAT-SO","1223"
"V","SVH","V-SVH-GRASPLAAT_KL-SO","4009"
"V","SVH","V-SVH-GRASBETONSTEEN_01_KL-SO","4007"
"V","SVH","V-SVH-GRASBETONSTEEN_02-SO","1454"
"V","SVH","V-SVH-GRASBETONSTEEN_01-SO","1453"
"V","SVH","V-SVH-GRASBETONSTEEN_02_KL-SO","4008"
"","SVH","SVH-GRASBETONSTEEN_01-SO","1221"
"","SVH","SVH-GRASBETONSTEEN_02-SO","1222"
"","SVH","SVH-GRASBETONSTEEN_01_KL-SO","3909"
"","SVH","SVH-GRASBETONSTEEN_02_KL-SO","3910"
"","SVH","SVH-RUBBERTEGEL_500X500_HALFST_KL-SO","3936"
"V","SVH","V-SVH-RUBBERTEGEL_500X500_HALFST-SO","1492"
"V","SVH","V-SVH-RUBBERTEGEL_500X500_HALFST_KL-SO","4034"
"","SVH","SVH-RUBBERTEGEL_500X500_HALFST-SO","1332"
"V","SVH","V-SVH-BOOMKRANSBAND_1200X1200_180 200","2618"
"","SVH","SVH-BOOMKRANSBAND_1200X1200_180 200","2617"
"","SVH","SVH-BOOMKRANSBAND_1200X1200","1556"
"V","SVH","V-SVH-BOOMKRANSBAND_1200X1200","734"
"","SVH","SVH-BOOMKRANSBAND_1500X1500","3084"
"V","SVH","V-SVH-BOOMKRANSBAND_1500X1500","3117"
"","SVH","SVH-BOOMKRANSBAND_1800X1800","3085"
"V","SVH","V-SVH-BOOMKRANSBAND_1800X1800","3118"
"","SVH","SVH-HOUTSNIPPERS_KL-SO","3922"
"","SVH","SVH-HOUTSNIPPERS-SO","1234"
"V","SVH","V-SVH-HOUTSNIPPERS-SO","1466"
"V","SVH","V-SVH-HOUTSNIPPERS_KL-SO","4020"
"","SVH","SVH-GRAVEL_KL-SO","3915"
"V","SVH","V-SVH-GRAVEL-SO","3257"
"","SVH","SVH-GRAVEL-SO","3256"
"V","SVH","V-SVH-GRAVEL_KL-SO","4013"
"","SVH","SVH-BOUWWEG_KL-SO","3886"
"","SVH","SVH-BOUWWEG-SO","1118"
"V","SVH","V-SVH-BOUWWEG-SO","1432"
"V","SVH","V-SVH-BOUWWEG_KL-SO","3984"
"","SVH","SVH-KALKZANDSTEEN-SO","3924"
"V","SVH","V-SVH-KALKZANDSTEEN-SO","4022"
"","SVH","SVH-KALKZANDSTEEN_KL-SO","3925"
"V","SVH","V-SVH-KALKZANDSTEEN_KL-SO","4023"
"V","SVH","V-SVH-DELTA-SO","1434"
"V","SVH","V-SVH-DELTA_KL-SO","3986"
"","SVH","SVH-DELTA_KL-SO","3888"
"","SVH","SVH-DELTA-SO","1120"
"V","SVH","V-SVH-GESLOTEN_KL-SO","4003"
"","SVH","SVH-GESLOTEN_KL-SO","3905"
"","SVH","SVH-GESLOTEN-SO","2966"
"V","SVH","V-SVH-GESLOTEN-SO","2967"
"V","SVH","V-SVH-BENTONIET-SO","1399"
"V","SVH","V-SVH-BENTONIET_KL-SO","3973"
"","SVH","SVH-BENTONIET_KL-SO","3875"
"","SVH","SVH-BENTONIET-SO","1085"
"","SAL","SAL-SCHAALBALK_MM500","134"
"","SAL","SAL-SCHAALBALK_M20","114"
"","SAL","SAL-SCHAALBALK_M2000","117"
"","SAL","SAL-SCHAALBALK_M500","121"
"","SAL","SAL-SCHAALBALK_MM10000","2013"
"","SAL","SAL-SCHAALBALK_M10","107"
"","SAL","SAL-SCHAALBALK_MM50","133"
"","SAL","SAL-SCHAALBALK_M10000","110"
"","SAL","SAL-SCHAALBALK_M1250","111"
"","SAL","SAL-SCHAALBALK_MM5000","2016"
"","SAL","SAL-SCHAALBALK_MM2500","2015"
"","SAL","SAL-SCHAALBALK_M1500","112"
"","SAL","SAL-SCHAALBALK_MM1000","126"
"","SAL","SAL-SCHAALBALK_MM1250","127"
"","SAL","SAL-SCHAALBALK_MM20","129"
"","SAL","SAL-SCHAALBALK_M5000","122"
"","SAL","SAL-SCHAALBALK_M2500","119"
"","SAL","SAL-SCHAALBALK_M200","116"
"","SAL","SAL-SCHAALBALK_M15000","113"
"","SAL","SAL-SCHAALBALK_MM1500","128"
"","SAL","SAL-SCHAALBALK_M250","118"
"","SAL","SAL-SCHAALBALK_M50","120"
"","SAL","SAL-SCHAALBALK_MM10","124"
"","SAL","SAL-SCHAALBALK_M100","108"
