"symboolURI,""id"",""sbibliotheek"",""sbibliotheekURI"",""fase"",""symbool"",""optie"",""fileURL"""
"http://digitalbuildingdata.tech/nlcs/def/5523201a-54ad-4c40-ae5b-c9ca5e9c7489,""1089"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BETON_ONGEWAPEND_INSITU_01-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/42f044f1-d98c-4e86-b42d-aa8f282378e8,""109"",""SAL"",""http://digitalbuildingdata.tech/nlcs/def/1e02896a-657e-4b98-8558-746485c91f82"","""",""SAL-SCHAALBALK_M1000"","""","""""
"http://digitalbuildingdata.tech/nlcs/def/c702ffde-6a43-4eae-95c0-422aa7ba6bd0,""1090"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BETON_ONGEWAPEND_INSITU_02-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/a8cf1988-c4b0-4e58-a9e6-6f8f35c1a9c5,""1091"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BETON_SCHRAAL-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/76930d13-e53e-43ad-a975-ff1fcca2a87b,""1092"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BETON-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/33fd96a4-9e44-4cbb-a72f-3b14cc068ad6,""1093"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BETONPLAAT_BLOK-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/9d06f3f5-fb09-4184-b372-ecc54fc2950f,""1094"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BETONPLAAT_BLOK_RAND-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/47c9cde8-b1bc-4369-b828-b829cc38092a,""1095"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BETONPLAAT_HALFST-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/8973bcd6-2316-4e5f-8216-b3b983f2878d,""1096"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BSS_OPENGESTRAAT-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/7adb9472-39ca-4126-a9d5-6513af6c4567,""1097"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BSS_DIKFORMAAT_BLOK-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/9c9d249f-e39c-45ed-8ff0-e690e1dd7610,""1098"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BSS_DIKFORMAAT_ELLEBOOG-SO"",""SO"","""""
