"OMSCHRIJVING","STATUS","DISCIPLINE","Hoofdgroep","Object","SubObject01","SubObject02","SubObject03","SubObject04","SubObject05","Bewerking","Element","Arcering","Symbool","Laagnaam","BLineweight","BColor","BColorA","BColorGD","BColorGN","BColorV","B_Linetype","NLineweight","NColor","NColorA","NColorGD","NColorGN","NColorV","N_Linetype","VLineweight","VColor","VColorA","VColorGD","VColorGN","VColorV","V_Linetype","TLineweight","TColor","TColorA","TColorGD","TColorGN","TColorV","T_Linetype","VRKL_KORT","VRKL_LANG","ID","KIND_VAN"
"HAAG_01","*","**","GR","HAAG","01","","","","","","G","","","*-**-GR-HAAG_01-G","0.13","90","92","90","90","253","GR-HAAG1-SO","0.35","90","92","90","90","253","GR-HAAG1-SO","0.35","90","92","90","90","253","GR-HAAG1-SO","0.35","90","92","90","90","253","GR-HAAG1-SO","","","381","380"
"HAAG_STRAK","*","**","GR","HAAG","STRAK","","","","","","G","","","*-**-GR-HAAG_STRAK-G","0.13","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","3096","380"
"HAAG_02","*","**","GR","HAAG","02","","","","","","G","","","*-**-GR-HAAG_02-G","0.13","90","92","90","90","253","GR-HAAG2-SO","0.35","90","92","90","90","253","GR-HAAG2-SO","0.35","90","92","90","90","253","GR-HAAG2-SO","0.35","90","92","90","90","253","GR-HAAG2-SO","","","382","380"
"HAAG_RUW","*","**","GR","HAAG","RUW","","","","","","G","","","*-**-GR-HAAG_RUW-G","0.13","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","3095","380"
"HAAG_03","*","**","GR","HAAG","03","","","","","","G","","","*-**-GR-HAAG_03-G","0.13","90","92","90","90","253","GR-HAAG3-SO","0.35","90","92","90","90","253","GR-HAAG3-SO","0.35","90","92","90","90","253","GR-HAAG3-SO","0.35","90","92","90","90","253","GR-HAAG3-SO","","","383","380"
"BOUWLAND_AKKERBOUW","*","**","GR","BOUWLAND","AKKERBOUW","","","","","","G","","","*-**-GR-BOUWLAND_AKKERBOUW-G","0.13","80","82","80","80","253","CONTINUOUS","0.35","80","82","80","80","253","CONTINUOUS","0.35","80","82","80","80","253","V-CONTINUOUS-SO","0.35","80","82","80","80","253","CONTINUOUS","","","3378","3377"
"BOUWLAND_BRAAKLIGGEND","*","**","GR","BOUWLAND","BRAAKLIGGEND","","","","","","G","","","*-**-GR-BOUWLAND_BRAAKLIGGEND-G","0.13","200","202","200","200","253","CONTINUOUS","0.35","200","202","200","200","253","CONTINUOUS","0.35","200","202","200","200","253","V-CONTINUOUS-SO","0.35","200","202","200","200","253","CONTINUOUS","","","3379","3377"
"BOUWLAND_VOLLEGRONDTEELT","*","**","GR","BOUWLAND","VOLLEGRONDTEELT","","","","","","G","","","*-**-GR-BOUWLAND_VOLLEGRONDTEELT-G","0.13","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","V-CONTINUOUS-SO","0.35","40","42","40","40","253","CONTINUOUS","","","3380","3377"
"BOUWLAND_BOLLENTEELT","*","**","GR","BOUWLAND","BOLLENTEELT","","","","","","G","","","*-**-GR-BOUWLAND_BOLLENTEELT-G","0.13","220","222","220","220","253","CONTINUOUS","0.35","220","222","220","220","253","CONTINUOUS","0.35","220","222","220","220","253","V-CONTINUOUS-SO","0.35","220","222","220","220","253","CONTINUOUS","","","3381","3377"
"DUIN_GESLOTEN VEGETATIE","*","**","GR","DUIN","GESLOTEN VEGETATIE","","","","","","G/S","","SGR:SGR-VEGETATIE_GESLOTEN","*-**-GR-DUIN_GESLOTEN VEGETATIE-G/S","0.13","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","V-CONTINUOUS-SO","0.35","40","42","40","40","253","CONTINUOUS","","","3368","3366"
"DUIN_OPEN VEGETATIE","*","**","GR","DUIN","OPEN VEGETATIE","","","","","","G/S","","SGR:SGR-VEGETATIE_OPEN","*-**-GR-DUIN_OPEN VEGETATIE-G/S","0.13","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","V-CONTINUOUS-SO","0.35","40","42","40","40","253","CONTINUOUS","","","3367","3366"
"BOOM_LAANBEPLANTING","*","**","GR","BOOM","LAANBEPLANTING","","","","","","G","","","*-**-GR-BOOM_LAANBEPLANTING-G","0.13","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","361","360"
"BOOM_GROEP","*","**","GR","BOOM","GROEP","","","","","","G","","","*-**-GR-BOOM_GROEP-G","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","2906","360"
"BOOM_INVERHARDING","*","**","GR","BOOM","INVERHARDING","","","","","","G","","","*-**-GR-BOOM_INVERHARDING-G","0.13","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","362","360"
"BOOM_KROON","*","**","GR","BOOM","KROON","","","","","","G","","","*-**-GR-BOOM_KROON-G","0.13","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","3503","360"
"BOOM_BOSPLANTSOEN","*","**","GR","BOOM","BOSPLANTSOEN","","","","","","G","","","*-**-GR-BOOM_BOSPLANTSOEN-G","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","2907","360"
"BOOM_LEI","*","**","GR","BOOM","LEI","","","","","","G","","","*-**-GR-BOOM_LEI-G","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","2904","360"
"BOOM_RIJ","*","**","GR","BOOM","RIJ","","","","","","G","","","*-**-GR-BOOM_RIJ-G","0.18","90","92","90","90","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","3094","360"
"BOOM_KNOT","*","**","GR","BOOM","KNOT","","","","","","G","","","*-**-GR-BOOM_KNOT-G","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","2905","360"
"BOOM_SOLITAIR","*","**","GR","BOOM","SOLITAIR","","","","","","G","","","*-**-GR-BOOM_SOLITAIR-G","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","2903","360"
"BOOM_INVOLLEGROND","*","**","GR","BOOM","INVOLLEGROND","","","","","","G","","","*-**-GR-BOOM_INVOLLEGROND-G","0.13","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","363","360"
"FRUITTEELT_BOOMGAARD","*","**","GR","FRUITTEELT","BOOMGAARD","","","","","","G/S","","SGR:SGR-BOOMGAARD","*-**-GR-FRUITTEELT_BOOMGAARD-G/S","0.13","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","3371","3370"
"BEPLANTING_NATUUR_BOSPLANTSOEN","*","**","GR","BEPLANTING","NATUUR","BOSPLANTSOEN","","","","","G/A/S","AGR:AGR-BOSPLANTSOEN","SGR:SGR-BOSPLANTSOEN","*-**-GR-BEPLANTING_NATUUR_BOSPLANTSOEN-G/A/S","0.18","90","92","90","90","253","GR-PLANTSOEN-SO","0.35","90","92","90","90","253","GR-PLANTSOEN-SO","0.35","90","92","90","90","253","V-GR-PLANTSOEN-SO","0.35","90","92","90","90","253","GR-PLANTSOEN-SO","","","2897","2896"
"BEPLANTING_NATUUR_BOS","*","**","GR","BEPLANTING","NATUUR","BOS","","","","","G","","","*-**-GR-BEPLANTING_NATUUR_BOS-G","0.18","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","2898","2896"
"BEPLANTING_CULTUUR_HEESTERS","*","**","GR","BEPLANTING","CULTUUR","HEESTERS","","","","","G","","","*-**-GR-BEPLANTING_CULTUUR_HEESTERS-G","0.18","90","92","90","90","140,168,0","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","2888","2886"
"BEPLANTING_CULTUUR_WISSELPERK","*","**","GR","BEPLANTING","CULTUUR","WISSELPERK","","","","","G/A/S","AGR:AGR-WISSELBEPLANTING","SGR:SGR-WISSELBEPLANTING","*-**-GR-BEPLANTING_CULTUUR_WISSELPERK-G/A/S","0.18","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","2894","2886"
"BEPLANTING_CULTUUR_BOTANISCHE ROOS","*","**","GR","BEPLANTING","CULTUUR","BOTANISCHE ROOS","","","","","G","","","*-**-GR-BEPLANTING_CULTUUR_BOTANISCHE ROOS-G","0.18","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","2895","2886"
"BEPLANTING_CULTUUR_EENJARIGEPLANT","*","**","GR","BEPLANTING","CULTUUR","EENJARIGEPLANT","","","","","G","","","*-**-GR-BEPLANTING_CULTUUR_EENJARIGEPLANT-G","0.18","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","2891","2886"
"BEPLANTING_CULTUUR_WATERPLANT","*","**","GR","BEPLANTING","CULTUUR","WATERPLANT","","","","","G/A/S","AGR:AGR-WATERPLANTEN","SGR:SGR-WATERPLANTEN","*-**-GR-BEPLANTING_CULTUUR_WATERPLANT-G/A/S","0.18","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","2892","2886"
"BEPLANTING_CULTUUR_ROOS","*","**","GR","BEPLANTING","CULTUUR","ROOS","","","","","G/S","","SGR:SGR-ROOS","*-**-GR-BEPLANTING_CULTUUR_ROOS-G/S","0.18","90","92","90","90","140,168,0","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","2890","2886"
"BEPLANTING_CULTUUR_VASTE PLANTENVAK","*","**","GR","BEPLANTING","CULTUUR","VASTE PLANTENVAK","","","","","G/S/A","AGR:AGR-VASTEPLANTEN","SGR:SGR-VASTEPLANTEN","*-**-GR-BEPLANTING_CULTUUR_VASTE PLANTENVAK-G/S/A","0.18","90","92","90","90","140,168,0","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","2893","2886"
"BEPLANTING_CULTUUR_BOSPLANTSOEN","*","**","GR","BEPLANTING","CULTUUR","BOSPLANTSOEN","","","","","G/S/A","AGR:AGR-BOSPLANTSOEN","SGR:SGR-BOSPLANTSOEN","*-**-GR-BEPLANTING_CULTUUR_BOSPLANTSOEN-G/S/A","0.18","90","92","90","90","140,168,0","GR-PLANTSOEN-SO","0.35","90","92","90","90","253","GR-PLANTSOEN-SO","0.35","90","92","90","90","253","V-GR-PLANTSOEN-SO","0.35","90","92","90","90","253","GR-PLANTSOEN-SO","","","2887","2886"
"BEPLANTING_CULTUUR_BODEMBEDEKKER","*","**","GR","BEPLANTING","CULTUUR","BODEMBEDEKKER","","","","","G/S","","SGR:SGR-BODEMBEDEKKER","*-**-GR-BEPLANTING_CULTUUR_BODEMBEDEKKER-G/S","0.18","90","92","90","90","140,168,0","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","2889","2886"
"FRUITTEELT_BOOMGAARD_HOOGSTAM","*","**","GR","FRUITTEELT","BOOMGAARD","HOOGSTAM","","","","","G","","","*-**-GR-FRUITTEELT_BOOMGAARD_HOOGSTAM-G","0.13","60","62","60","60","253","CONTINUOUS","0.35","60","62","60","60","253","CONTINUOUS","0.35","60","62","60","60","253","V-CONTINUOUS-SO","0.35","60","62","60","60","253","CONTINUOUS","","","3373","3371"
"FRUITTEELT_BOOMGAARD_KLEIN FRUIT","*","**","GR","FRUITTEELT","BOOMGAARD","KLEIN FRUIT","","","","","G","","","*-**-GR-FRUITTEELT_BOOMGAARD_KLEIN FRUIT-G","0.13","20","22","20","20","253","CONTINUOUS","0.35","20","22","20","20","253","CONTINUOUS","0.35","20","22","20","20","253","V-CONTINUOUS-SO","0.35","20","22","20","20","253","CONTINUOUS","","","3375","3371"
"FRUITTEELT_BOOMGAARD_WIJN","*","**","GR","FRUITTEELT","BOOMGAARD","WIJN","","","","","G","","","*-**-GR-FRUITTEELT_BOOMGAARD_WIJN-G","0.13","210","212","210","210","253","CONTINUOUS","0.35","210","212","210","210","253","CONTINUOUS","0.35","210","212","210","210","253","V-CONTINUOUS-SO","0.35","210","212","210","210","253","CONTINUOUS","","","3374","3371"
"FRUITTEELT_BOOMGAARD_LAAGSTAM","*","**","GR","FRUITTEELT","BOOMGAARD","LAAGSTAM","","","","","G","","","*-**-GR-FRUITTEELT_BOOMGAARD_LAAGSTAM-G","0.13","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","3372","3371"
"WARMTENET","*","**","KL","WARMTENET","","","","","","","G","","","*-**-KL-WARMTENET-G","0.18","80","82","80","80","252","KL-WARMTENET-SO","0.35","80","82","80","80","252","KL-WARMTENET-SO","0.35","80","82","80","80","252","V-KL-WARMTENET-SO","0.35","80","82","80","80","252","KL-WARMTENET-SO","","","1232",""
"OLIE","*","**","KL","OLIE","","","","","","","G","","","*-**-KL-OLIE-G","0.18","40","42","40","40","252","KL-OLIE-SO","0.35","40","42","40","40","252","KL-OLIE-SO","0.35","40","42","40","40","252","V-KL-OLIE-SO","0.35","40","42","40","40","252","KL-OLIE-SO","","","1222",""
"SCHEMA","*","**","KL","SCHEMA","","","","","","","G","","","*-**-KL-SCHEMA-G","0.18","7","7","7","7","7","CONTINUOUS","0.25","7","7","7","7","7","CONTINUOUS","0.25","7","7","7","7","7","V-CONTINUOUS-SO","0.25","7","7","7","7","7","CONTINUOUS","","","2950",""
"CV","*","**","KL","CV","","","","","","","G","","","*-**-KL-CV-G","0.18","40","42","40","40","40","KL-CV-SO","0.35","40","42","40","40","40","KL-CV-SO","0.35","40","42","40","40","40","V-KL-CV-SO","0.35","40","42","40","40","40","KL-CV-SO","","","645",""
"BEWEGWIJZERING","*","**","KL","BEWEGWIJZERING","","","","","","","G","","","*-**-KL-BEWEGWIJZERING-G","0.18","210","212","210","210","253","CONTINUOUS","0.35","210","212","210","210","253","CONTINUOUS","0.35","210","212","210","210","253","V-CONTINUOUS-SO","0.35","210","212","210","210","253","CONTINUOUS","","","1386",""
"TDI","*","**","KL","TDI","","","","","","","G","","","*-**-KL-TDI-G","0.18","200","202","200","200","253","CONTINUOUS","0.35","200","202","200","200","253","CONTINUOUS","0.35","200","202","200","200","253","V-CONTINUOUS-SO","0.35","200","202","200","200","253","CONTINUOUS","","","1390",""
"DATA","*","**","KL","DATA","","","","","","","G","","","*-**-KL-DATA-G","0.18","90","92","90","90","90","KL-DATA-SO","0.35","90","92","90","90","90","KL-DATA-SO","0.35","90","92","90","90","90","V-KL-DATA-SO","0.35","90","92","90","90","90","KL-DATA-SO","","","720",""
"TRANSMISSIE","*","**","KL","TRANSMISSIE","","","","","","","G","","","*-**-KL-TRANSMISSIE-G","0.18","80","82","80","80","253","CONTINUOUS","0.35","80","82","80","80","253","CONTINUOUS","0.35","80","82","80","80","253","V-CONTINUOUS-SO","0.35","80","82","80","80","253","CONTINUOUS","","","1412",""
"MANTELBUIS","*","**","KL","MANTELBUIS","","","","","","","G","","","*-**-KL-MANTELBUIS-G","0.18","7","7","7","7","252","CONTINUOUS","0.35","7","7","7","7","252","CONTINUOUS","0.35","7","7","7","7","252","V-CONTINUOUS-SO","0.35","7","7","7","7","252","CONTINUOUS","","","1215",""
"CCTV","*","**","KL","CCTV","","","","","","","G","","","*-**-KL-CCTV-G","0.18","70","72","70","70","253","CONTINUOUS","0.35","70","72","70","70","253","CONTINUOUS","0.35","70","72","70","70","253","V-CONTINUOUS-SO","0.35","70","72","70","70","253","CONTINUOUS","","","1418",""
"WIM","*","**","KL","WIM","","","","","","","G","","","*-**-KL-WIM-G","0.18","150","152","150","150","253","CONTINUOUS","0.35","150","152","150","150","253","CONTINUOUS","0.35","150","152","150","150","253","V-CONTINUOUS-SO","0.35","150","152","150","150","253","CONTINUOUS","","","1398",""
"WATER","*","**","KL","WATER","","","","","","","G","","","*-**-KL-WATER-G","0.18","170","172","170","170","252","KL-WATER-SO","0.35","170","172","170","170","252","KL-WATER-SO","0.35","170","172","170","170","252","V-KL-WATER-SO","0.35","170","172","170","170","252","KL-WATER-SO","","","1264",""
"KOUDENET","*","**","KL","KOUDENET","","","","","","","G","","","*-**-KL-KOUDENET-G","0.18","130","132","130","130","252","KL-KOUDENET-SO","0.35","130","132","130","130","252","KL-KOUDENET-SO","0.35","130","132","130","130","252","V-KL-KOUDENET-SO","0.35","130","132","130","130","252","KL-KOUDENET-SO","","","1183",""
"MONITORING","*","**","KL","MONITORING","","","","","","","G/S","","SKL:SKL-MONITORING","*-**-KL-MONITORING-G/S","0.18","120","122","120","120","253","CONTINUOUS","0.35","120","122","120","120","253","CONTINUOUS","0.35","120","122","120","120","253","V-CONTINUOUS-SO","0.35","120","122","120","120","253","CONTINUOUS","","","1404",""
"ET","*","**","KL","ET","","","","","","","G","","","*-**-KL-ET-G","0.18","10","12","10","10","10","KL-ELECTRICITEIT-SO","0.35","10","12","10","10","10","KL-ELECTRICITEIT-SO","0.35","10","12","10","10","10","V-KL-ELECTRICITEIT-SO","0.35","10","12","10","10","10","KL-ELECTRICITEIT-SO","","","840",""
"GAS","*","**","KL","GAS","","","","","","","G","","","*-**-KL-GAS-G","0.18","30","32","30","30","252","KL-GAS_AL-SO","0.35","30","32","30","30","252","KL-GAS_AL-SO","0.35","30","32","30","30","252","V-KL-GAS_AL-SO","0.35","30","32","30","30","252","KL-GAS_AL-SO","","","998",""
"WARMTEOPSLAGSYSTEEM","*","**","KL","WARMTEOPSLAGSYSTEEM","","","","","","","G/S","","SKL:SKL-WARMTEOPSLAG","*-**-KL-WARMTEOPSLAGSYSTEEM-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","3123",""
"CHEMIE","*","**","KL","CHEMIE","","","","","","","G","","","*-**-KL-CHEMIE-G","0.18","40","42","40","40","40","KL-CHEMIE-SO","0.35","40","42","40","40","40","KL-CHEMIE-SO","0.35","40","42","40","40","40","V-KL-CHEMIE-SO","0.35","40","42","40","40","40","KL-CHEMIE-SO","","","637",""
"AFSLUITINSTALLATIE","*","**","KL","AFSLUITINSTALLATIE","","","","","","","G","","","*-**-KL-AFSLUITINSTALLATIE-G","0.18","60","62","60","60","253","CONTINUOUS","0.35","60","62","60","60","253","CONTINUOUS","0.35","60","62","60","60","253","V-CONTINUOUS-SO","0.35","60","62","60","60","253","CONTINUOUS","","","1416",""
"HOOGTEDETECTIE","*","**","KL","HOOGTEDETECTIE","","","","","","","G","","","*-**-KL-HOOGTEDETECTIE-G","0.18","190","192","190","190","253","CONTINUOUS","0.35","190","192","190","190","253","CONTINUOUS","0.35","190","192","190","190","253","V-CONTINUOUS-SO","0.35","190","192","190","190","253","CONTINUOUS","","","1394",""
"GMS","*","**","KL","GMS","","","","","","","G/S","","SKL:SKL-GMS","*-**-KL-GMS-G/S","0.18","20","22","20","20","253","CONTINUOUS","0.35","20","22","20","20","253","CONTINUOUS","0.35","20","22","20","20","253","V-CONTINUOUS-SO","0.35","20","22","20","20","253","CONTINUOUS","","","1392",""
"TELPUNT","*","**","KL","TELPUNT","","","","","","","G","","","*-**-KL-TELPUNT-G","0.18","100","102","100","100","253","CONTINUOUS","0.35","100","102","100","100","253","CONTINUOUS","0.35","100","102","100","100","253","V-CONTINUOUS-SO","0.35","100","102","100","100","253","CONTINUOUS","","","1400",""
"TRACE","*","**","KL","TRACE","","","","","","","G","","","*-**-KL-TRACE-G","0.18","7","7","7","7","252","ZZ-HIDDEN-SO","0.35","7","7","7","7","252","ZZ-HIDDEN-SO","0.35","7","7","7","7","252","ZZ-HIDDEN-SO","0.35","7","7","7","7","252","ZZ-HIDDEN-SO","","","1230",""
"WEESLEIDING","*","**","KL","WEESLEIDING","","","","","","","G","","","*-**-KL-WEESLEIDING-G","0.18","130","132","130","130","253","KL-WEESLEIDING-SO","0.35","130","132","130","130","253","KL-WEESLEIDING-SO","0.35","130","132","130","130","253","V-KL-WEESLEIDING-SO","0.35","130","132","130","130","253","KL-WEESLEIDING-SO","","","1385",""
"STROOK","*","**","KL","STROOK","","","","","","","G","","","*-**-KL-STROOK-G","0.18","7","7","7","7","252","ZZ-HIDDEN-SO","0.35","7","7","7","7","252","ZZ-HIDDEN-SO","0.35","7","7","7","7","252","ZZ-HIDDEN-SO","0.35","7","7","7","7","252","ZZ-HIDDEN-SO","","","1221",""
"VRI","*","**","KL","VRI","","","","","","","G/S","","SKL:SKL-VRI","*-**-KL-VRI-G/S","0.18","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","V-CONTINUOUS-SO","0.35","30","32","30","30","253","CONTINUOUS","","","1408",""
"KATHODISCHE BESCHERMING","*","**","KL","KATHODISCHE BESCHERMING","","","","","","","G","","","*-**-KL-KATHODISCHE BESCHERMING-G","0.18","210","212","210","210","252","CONTINUOUS","0.35","210","212","210","210","252","CONTINUOUS","0.35","210","212","210","210","252","V-CONTINUOUS-SO","0.35","210","212","210","210","252","CONTINUOUS","","","1219",""
