OMSCHRIJVING;STATUS;-;DISCIPLINE;-;HOOFDGROEP;-;OBJECT;_;SUBOBJECT01;_;SUBOBJECT02;_;SUBOBJECT03;_;SUBOBJECT04;_;SUBOBJECT05;-;BEWERKING;-;ELEMENT;-;SCHAAL;ARCERING;SYMBOOL;LAAGNAAM;B lineweight;B color;B color A;B color GD;B color GN;B color V;B linetype;N lineweight;N color;N color A;N color GD;N color GN;N color V;N linetype;V lineweight;V color;V color A;V color GD;V color GN;V color V;V linetype;T lineweight;T color;T color A;T color GD;T color GN;T color V;T linetype;VRKL_kort;VRKL_lang;VERSIE;WIJZIGING;STATUS;ID;KIND_VAN;
GAS_LD_HOOFDLEIDING_100 MBAR_PVC;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;_;PVC;;;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR_PVC-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1152;1144;
GAS_LD_HOOFDLEIDING_100 MBAR_PVC_110;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;_;PVC;_;110;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR_PVC_110-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1153;1152;
GAS_LD_HOOFDLEIDING_100 MBAR_PVC_160;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;_;PVC;_;160;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR_PVC_160-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1154;1152;
GAS_LD_HOOFDLEIDING_100 MBAR_PVC_250;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;_;PVC;_;250;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR_PVC_250-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1155;1152;
GAS_LD_HOOFDLEIDING_100 MBAR_PVC_315;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;_;PVC;_;315;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR_PVC_315-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1156;1152;
GAS_LD_HOOFDLEIDING_100 MBAR_PVC_75;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;_;PVC;_;75;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR_PVC_75-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1157;1152;
GAS_LD_HOOFDLEIDING_100 MBAR_PVC_90;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;_;PVC;_;90;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR_PVC_90-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1158;1152;
GAS_LD_HOOFDLEIDING_30 MBAR;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;;;;;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1159;1143;
GAS_LD_HOOFDLEIDING_30 MBAR_PE;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;_;PE;;;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR_PE-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1160;1159;
GAS_LD_HOOFDLEIDING_30 MBAR_PE_110;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;_;PE;_;110;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR_PE_110-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1161;1160;
GAS_LD_HOOFDLEIDING_30 MBAR_PE_160;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;_;PE;_;160;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR_PE_160-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1162;1160;
GAS_LD_HOOFDLEIDING_30 MBAR_PE_250;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;_;PE;_;250;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR_PE_250-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1163;1160;
GAS_LD_HOOFDLEIDING_30 MBAR_PE_315;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;_;PE;_;315;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR_PE_315-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1164;1160;
GAS_LD_HOOFDLEIDING_30 MBAR_PE_75;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;_;PE;_;75;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR_PE_75-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1165;1160;
GAS_LD_HOOFDLEIDING_30 MBAR_PE_90;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;_;PE;_;90;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR_PE_90-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1166;1160;
GAS_LD_HOOFDLEIDING_30 MBAR_PVC;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;_;PVC;;;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR_PVC-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1167;1159;
GAS_LD_HOOFDLEIDING_30 MBAR_PVC_110;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;_;PVC;_;110;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR_PVC_110-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1168;1167;
GAS_LD_HOOFDLEIDING_30 MBAR_PVC_160;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;_;PVC;_;160;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR_PVC_160-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1169;1167;
GAS_LD_HOOFDLEIDING_30 MBAR_PVC_250;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;_;PVC;_;250;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR_PVC_250-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1170;1167;
GAS_LD_HOOFDLEIDING_30 MBAR_PVC_315;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;_;PVC;_;315;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR_PVC_315-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1171;1167;
GAS_LD_HOOFDLEIDING_30 MBAR_PVC_75;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;_;PVC;_;75;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR_PVC_75-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1172;1167;
GAS_LD_HOOFDLEIDING_30 MBAR_PVC_90;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;30 MBAR;_;PVC;_;90;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_30 MBAR_PVC_90-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1173;1167;
GAS_LOKATIEPAAL;*;-;**;-;KL;-;GAS;_;LOKATIEPAAL;;;;;;;;;;;-;G/S;;;;SKL-LEIDINGMERKPAAL;*-**-KL-GAS_LOKATIEPAAL-G/S;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1174;998;
GAS_MANTELBUIS;*;-;**;-;KL;-;GAS;_;MANTELBUIS;;;;;;;;;;;-;G;;;;;*-**-KL-GAS_MANTELBUIS-G;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.5;;;1175;998;
GAS_PUT;*;-;**;-;KL;-;GAS;_;PUT;;;;;;;;;;;-;G/S;;;;SKL-GAS_PUT;*-**-KL-GAS_PUT-G/S;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;4.1;Symboolnaam aangepast;GEWIJZIGD;1176;998;
GAS_PUT_PUTKAST;*;-;**;-;KL;-;GAS;_;PUT;_;PUTKAST;;;;;;;;;-;G;;;;;*-**-KL-GAS_PUT_PUTKAST-G;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1177;1176;
GAS_STATION;*;-;**;-;KL;-;GAS;_;STATION;;;;;;;;;;;-;G;;;;;*-**-KL-GAS_STATION-G;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1178;998;
GAS_STATION_AFLEVERSTATION;*;-;**;-;KL;-;GAS;_;STATION;_;AFLEVERSTATION;;;;;;;;;-;G;;;;;*-**-KL-GAS_STATION_AFLEVERSTATION-G;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1179;1178;
GAS_STATION_DISTRICTSTATION;*;-;**;-;KL;-;GAS;_;STATION;_;DISTRICTSTATION;;;;;;;;;-;G;;;;;*-**-KL-GAS_STATION_DISTRICTSTATION-G;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1180;1178;
GAS_STATION_HOOFDVERDEELSTATION;*;-;**;-;KL;-;GAS;_;STATION;_;HOOFDVERDEELSTATION;;;;;;;;;-;G;;;;;*-**-KL-GAS_STATION_HOOFDVERDEELSTATION-G;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;3.1;;GEWIJZIGD;1181;1178;
GAS_STATION_ONTVANGSTSTATION;*;-;**;-;KL;-;GAS;_;STATION;_;ONTVANGSTSTATION;;;;;;;;;-;G;;;;;*-**-KL-GAS_STATION_ONTVANGSTSTATION-G;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1182;1178;
GAS_TERREINKAST;*;-;**;-;KL;-;GAS;_;TERREINKAST;;;;;;;;;;;-;G/S;;;;SKL-GAS_TERREINKAST;*-**-KL-GAS_TERREINKAST-G/S;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;4.1;;NIEUW;3428;998;
GAS_TERREINKAST;*;-;**;-;KL;-;GAS;_;TERREINKAST;;;;;;;;;;;-;G/S;;;;SKL-GAS_TERREINKAST;*-**-KL-GAS_TERREINKAST-G/S;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;4.2;4.2: dubbel met 3428;VERVALLEN;3437;998;
GMS;*;-;**;-;KL;-;GMS;;;;;;;;;;;;;-;G/S;;;;SKL-GMS;*-**-KL-GMS-G/S;0.18;20;22;20;20;253;CONTINUOUS;0.35;20;22;20;20;253;CONTINUOUS;0.35;20;22;20;20;253;V-CONTINUOUS-SO;0.35;20;22;20;20;253;CONTINUOUS;;;3.2;;GEWIJZIGD;1392;0;
GMS_KABEL;*;-;**;-;KL;-;GMS;_;KABEL;;;;;;;;;;;-;G;;;;;*-**-KL-GMS_KABEL-G;0.18;20;22;20;20;253;KL-GMS-SO;0.35;20;22;20;20;253;KL-GMS-SO;0.35;20;22;20;20;253;V-KL-GMS-SO;0.35;20;22;20;20;253;KL-GMS-SO;;;4.2;4.2:Lijnstijl toegevoegd;GEWIJZIGD;1393;1392;
HOOGTEDETECTIE;*;-;**;-;KL;-;HOOGTEDETECTIE;;;;;;;;;;;;;-;G;;;;;*-**-KL-HOOGTEDETECTIE-G;0.18;190;192;190;190;253;CONTINUOUS;0.35;190;192;190;190;253;CONTINUOUS;0.35;190;192;190;190;253;V-CONTINUOUS-SO;0.35;190;192;190;190;253;CONTINUOUS;;;3.0;;NIEUW;1394;0;
HOOGTEDETECTIE_KABEL;*;-;**;-;KL;-;HOOGTEDETECTIE;_;KABEL;;;;;;;;;;;-;G;;;;;*-**-KL-HOOGTEDETECTIE_KABEL-G;0.18;190;192;190;190;253;CONTINUOUS;0.35;190;192;190;190;253;CONTINUOUS;0.35;190;192;190;190;253;V-CONTINUOUS-SO;0.35;190;192;190;190;253;CONTINUOUS;;;3.0;;NIEUW;1395;1394;
KATHODISCHE BESCHERMING;*;-;**;-;KL;-;KATHODISCHE BESCHERMING;;;;;;;;;;;;;-;G;;;;;*-**-KL-KATHODISCHE BESCHERMING-G;0.18;210;212;210;210;252;CONTINUOUS;0.35;210;212;210;210;252;CONTINUOUS;0.35;210;212;210;210;252;V-CONTINUOUS-SO;0.35;210;212;210;210;252;CONTINUOUS;;;3.0;;NIEUW;1219;0;
KOUDENET;*;-;**;-;KL;-;KOUDENET;;;;;;;;;;;;;-;G;;;;;*-**-KL-KOUDENET-G;0.18;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;V-KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;;;2.3;;;1183;0;
KOUDENET_AANSLUITLEIDING;*;-;**;-;KL;-;KOUDENET;_;AANSLUITLEIDING;;;;;;;;;;;-;G;;;;;*-**-KL-KOUDENET_AANSLUITLEIDING-G;0.18;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;V-KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;;;5.0;VERBETERD-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1184;1183;
KOUDENET_AANSLUITLEIDING_AANVOER;*;-;**;-;KL;-;KOUDENET;_;AANSLUITLEIDING;_;AANVOER;;;;;;;;;-;G;;;;;*-**-KL-KOUDENET_AANSLUITLEIDING_AANVOER-G;0.18;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;V-KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1185;1184;
KOUDENET_AANSLUITLEIDING_AANVOER_GVK;*;-;**;-;KL;-;KOUDENET;_;AANSLUITLEIDING;_;AANVOER;_;GVK;;;;;;;-;G;;;;;*-**-KL-KOUDENET_AANSLUITLEIDING_AANVOER_GVK-G;0.18;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;V-KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1186;1185;
KOUDENET_AANSLUITLEIDING_AANVOER_PE;*;-;**;-;KL;-;KOUDENET;_;AANSLUITLEIDING;_;AANVOER;_;PE;;;;;;;-;G;;;;;*-**-KL-KOUDENET_AANSLUITLEIDING_AANVOER_PE-G;0.18;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;V-KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1187;1185;
KOUDENET_AANSLUITLEIDING_AANVOER_PVC;*;-;**;-;KL;-;KOUDENET;_;AANSLUITLEIDING;_;AANVOER;_;PVC;;;;;;;-;G;;;;;*-**-KL-KOUDENET_AANSLUITLEIDING_AANVOER_PVC-G;0.18;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;V-KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1188;1185;
KOUDENET_AANSLUITLEIDING_AANVOER_STAAL;*;-;**;-;KL;-;KOUDENET;_;AANSLUITLEIDING;_;AANVOER;_;STAAL;;;;;;;-;G;;;;;*-**-KL-KOUDENET_AANSLUITLEIDING_AANVOER_STAAL-G;0.18;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;V-KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1189;1185;
KOUDENET_AANSLUITLEIDING_RETOUR;*;-;**;-;KL;-;KOUDENET;_;AANSLUITLEIDING;_;RETOUR;;;;;;;;;-;G;;;;;*-**-KL-KOUDENET_AANSLUITLEIDING_RETOUR-G;0.18;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;V-KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1190;1184;
KOUDENET_AANSLUITLEIDING_RETOUR_GVK;*;-;**;-;KL;-;KOUDENET;_;AANSLUITLEIDING;_;RETOUR;_;GVK;;;;;;;-;G;;;;;*-**-KL-KOUDENET_AANSLUITLEIDING_RETOUR_GVK-G;0.18;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;V-KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1191;1190;
KOUDENET_AANSLUITLEIDING_RETOUR_PE;*;-;**;-;KL;-;KOUDENET;_;AANSLUITLEIDING;_;RETOUR;_;PE;;;;;;;-;G;;;;;*-**-KL-KOUDENET_AANSLUITLEIDING_RETOUR_PE-G;0.18;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;V-KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1192;1190;
KOUDENET_AANSLUITLEIDING_RETOUR_PVC;*;-;**;-;KL;-;KOUDENET;_;AANSLUITLEIDING;_;RETOUR;_;PVC;;;;;;;-;G;;;;;*-**-KL-KOUDENET_AANSLUITLEIDING_RETOUR_PVC-G;0.18;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;V-KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1193;1190;
KOUDENET_AANSLUITLEIDING_RETOUR_STAAL;*;-;**;-;KL;-;KOUDENET;_;AANSLUITLEIDING;_;RETOUR;_;STAAL;;;;;;;-;G;;;;;*-**-KL-KOUDENET_AANSLUITLEIDING_RETOUR_STAAL-G;0.18;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;0.35;130;132;130;130;252;V-KL-KOUDENET-SO;0.35;130;132;130;130;252;KL-KOUDENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1194;1190;
